name,game,description
Bounce,"['Black', 'White', 'Black 2', 'White 2']","The user bounces up high, then drops on the target on the second turn. It may also leave the target with paralysis."
Bounce,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user bounces up high, then drops on the target on the second turn. This may also leave the target with paralysis."
Bounce,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user bounces up high, then drops on the target on the second turn. This may also leave the target with paralysis."
Bounce,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The user bounces up high, then drops on the target on the second turn. This may also leave the target with paralysis."
Bounce,"['Scarlet', 'Violet']","The user bounces up high on the first turn, then drops onto the target on the next turn. This may also leave the target with paralysis."
Bouncy Bubble,"['L.G. Pikachu', 'L.G. Eevee']",The user attacks by shooting water bubbles at the target. It then absorbs water and restores its HP by half the damage taken by the target.
Bouncy Bubble,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Bouncy Bubble,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Branch Poke,"['Sword', 'Shield']",The user attacks the target by poking it with a sharply pointed branch.
Branch Poke,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Branch Poke,"['Scarlet', 'Violet']",The user attacks the target by poking it with a sharply pointed branch.
Brave Bird,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user tucks in its wings and charges from a low altitude. The user also takes serious damage.
Brave Bird,"['Black', 'White', 'Black 2', 'White 2']",The user tucks in its wings and charges from a low altitude. The user also takes serious damage.
Brave Bird,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user tucks in its wings and charges from a low altitude. This also damages the user quite a lot.
Brave Bird,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user tucks in its wings and charges from a low altitude. This also damages the user quite a lot.
Brave Bird,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user tucks in its wings and charges from a low altitude. This also damages the user quite a lot.
Brave Bird,"['Scarlet', 'Violet']",The user tucks in its wings and charges at a low altitude. This also damages the user quite a lot.
Breaking Swipe,"['Sword', 'Shield']",The user swings its tough tail wildly and attacks opposing Pokémon. This also lowers their Attack stats.
Breaking Swipe,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Breaking Swipe,"['Scarlet', 'Violet']",The user swings its tough tail wildly and attacks opposing Pokémon. This also lowers their Attack stats.
Breakneck Blitz,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user builds up its momentum using its Z-Power and crashes into the target at full speed. The power varies, depending on the original move."
Breakneck Blitz,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Breakneck Blitz,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Brick Break,"['Ruby', 'Sapphire', 'Emerald']",Destroys barriers such as REFLECT and causes damage.
Brick Break,"['FireRed', 'LeafGreen']",An attack that also breaks any barrier like LIGHT SCREEN and REFLECT.
Brick Break,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The user attacks with tough fists, etc. It can also break any barrier such as Light Screen and Reflect."
Brick Break,"['Black', 'White', 'Black 2', 'White 2']",The user attacks with a swift chop. It can also break any barrier such as Light Screen and Reflect.
Brick Break,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user attacks with a swift chop. It can also break barriers, such as Light Screen and Reflect."
Brick Break,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']","The user attacks with a swift chop. It can also break barriers, such as Light Screen and Reflect."
Brick Break,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The user attacks with a swift chop. It can also break barriers, such as Light Screen and Reflect."
Brick Break,"['Scarlet', 'Violet']","The user attacks with a swift chop. This move can also break barriers, such as Light Screen and Reflect."
Brine,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","If the foe’s HP is down to about half, this attack will hit with double the power."
Brine,"['Black', 'White', 'Black 2', 'White 2']","If the target’s HP is down to about half, this attack will hit with double the power."
Brine,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","If the target’s HP is half or less, this attack will hit with double the power."
Brine,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","If the target’s HP is half or less, this attack will hit with double the power."
Brine,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","If the target’s HP is half or less, this attack will hit with double the power."
Brine,"['Scarlet', 'Violet']",This move’s power is doubled if the target’s HP is at half or less.
Brutal Swing,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user swings its body around violently to inflict damage on everything in its vicinity.
Brutal Swing,"['Sword', 'Shield']",The user swings its body around violently to inflict damage on everything in its vicinity.
Brutal Swing,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Brutal Swing,"['Scarlet', 'Violet']",The user swings its body around violently to inflict damage on everything in its vicinity.
Bubble,"['Gold', 'Silver', 'Crystal']",An attack that may reduce SPEED.
Bubble,"['Ruby', 'Sapphire', 'Emerald']",An attack using bubbles. May lower the foe’s SPEED.
Bubble,"['FireRed', 'LeafGreen']",A spray of bubbles hits the foe. It may lower the foe’s SPEED stat.
Bubble,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",A spray of countless bubbles is jetted at the foe. It may also lower the target’s Speed stat.
Bubble,"['Black', 'White', 'Black 2', 'White 2']",A spray of countless bubbles is jetted at the opposing team. It may also lower the targets’ Speed stats.
Bubble,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",A spray of countless bubbles is jetted at the opposing Pokémon. This may also lower their Speed stats.
Bubble,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",A spray of countless bubbles is jetted at the opposing Pokémon. This may also lower their Speed stat.
Bubble,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Bubble,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Bubble Beam,"['Gold', 'Silver', 'Crystal']",An attack that may lower SPEED.
Bubble Beam,"['Ruby', 'Sapphire', 'Emerald']",Forcefully sprays bubbles that may lower SPEED.
Bubble Beam,"['FireRed', 'LeafGreen']",A spray of bubbles strikes the foe. It may lower the foe’s SPEED stat.
Bubble Beam,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",A spray of bubbles is forcefully ejected at the foe. It may also lower the target’s Speed stat.
Bubble Beam,"['Black', 'White', 'Black 2', 'White 2']",A spray of bubbles is forcefully ejected at the opposing team. It may also lower their Speed stats.
Bubble Beam,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",A spray of bubbles is forcefully ejected at the target. This may also lower its Speed stat.
Bubble Beam,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",A spray of bubbles is forcefully ejected at the target. This may also lower its Speed stat.
Bubble Beam,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",A spray of bubbles is forcefully ejected at the target. This may also lower the target’s Speed stat.
Bubble Beam,"['Scarlet', 'Violet']",A spray of bubbles is forcefully ejected at the target. This may also lower the target’s Speed stat.
Bug Bite,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The user bites the foe. If the foe is holding a Berry, the user eats it and gains its effect."
Bug Bite,"['Black', 'White', 'Black 2', 'White 2']","The user bites the target. If the target is holding a Berry, the user eats it and gains its effect."
Bug Bite,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user bites the target. If the target is holding a Berry, the user eats it and gains its effect."
Bug Bite,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user bites the target. If the target is holding a Berry, the user eats it and gains its effect."
Bug Bite,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The user bites the target. If the target is holding a Berry, the user eats it and gains its effect."
Bug Bite,"['Scarlet', 'Violet']","The user attacks by biting the target. If the target is holding a Berry, the user eats it and gains its effect."
Bug Buzz,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user vibrates its wings to generate a damaging sound wave. It may also lower the foe’s Sp. Def stat.
Bug Buzz,"['Black', 'White', 'Black 2', 'White 2']",The user vibrates its wings to generate a damaging sound wave. It may also lower the target’s Sp. Def stat.
Bug Buzz,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user vibrates its wings to generate a damaging sound wave. This may also lower the target’s Sp. Def stat.
Bug Buzz,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The user generates a damaging sound wave by vibration. This may also lower the target’s Sp. Def stat.
Bug Buzz,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user generates a damaging sound wave by vibration. This may also lower the target’s Sp. Def stat.
Bug Buzz,"['Scarlet', 'Violet']",The user vibrates to generate a damaging sound wave. This may also lower the target’s Sp. Def stat.
Bulk Up,"['Ruby', 'Sapphire', 'Emerald']",Bulks up the body to boost both ATTACK and DEFENSE.
Bulk Up,"['FireRed', 'LeafGreen']",The user bulks up its body to boost both its ATTACK and DEFENSE stats.
Bulk Up,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The user tenses its muscles to bulk up its body, boosting both its Attack and Defense stats."
Bulk Up,"['Black', 'White', 'Black 2', 'White 2']","The user tenses its muscles to bulk up its body, boosting both its Attack and Defense stats."
Bulk Up,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user tenses its muscles to bulk up its body, raising both its Attack and Defense stats."
Bulk Up,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']","The user tenses its muscles to bulk up its body, raising both its Attack and Defense stats."
Bulk Up,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The user tenses its muscles to bulk up its body, raising both its Attack and Defense stats."
Bulk Up,"['Scarlet', 'Violet']","The user tenses its muscles to bulk up its body, boosting its Attack and Defense stats."
Bulldoze,"['Black', 'White', 'Black 2', 'White 2']",The user stomps down on the ground and attacks everything in the area. Hit Pokémon’s Speed stat is reduced.
Bulldoze,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user strikes everything around it by stomping down on the ground. This lowers the Speed stat of those hit.
Bulldoze,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user strikes everything around it by stomping down on the ground. This lowers the Speed stat of those hit.
Bulldoze,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user strikes everything around it by stomping down on the ground. This lowers the Speed stats of those hit.
Bulldoze,"['Scarlet', 'Violet']",The user strikes everything around it by stomping down on the ground. This lowers the Speed stats of those hit.
Bullet Punch,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user strikes with a tough punch as fast as a bullet. This move always goes first.
Bullet Punch,"['Black', 'White', 'Black 2', 'White 2']",The user strikes the target with tough punches as fast as bullets. This move always goes first.
Bullet Punch,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user strikes the target with tough punches as fast as bullets. This move always goes first.
Bullet Punch,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user strikes the target with tough punches as fast as bullets. This move always goes first.
Bullet Punch,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user strikes the target with tough punches as fast as bullets. This move always goes first.
Bullet Punch,"['Scarlet', 'Violet']",The user strikes the target with tough punches as fast as bullets. This move always goes first.
Bullet Seed,"['Ruby', 'Sapphire', 'Emerald']",Shoots 2 to 5 seeds in a row to strike the foe.
Bullet Seed,"['FireRed', 'LeafGreen']",The user shoots seeds at the foe. Two to five seeds are shot at once.
Bullet Seed,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user forcefully shoots seeds at the foe. Two to five seeds are shot in rapid succession.
Bullet Seed,"['Black', 'White', 'Black 2', 'White 2']",The user forcefully shoots seeds at the target. Two to five seeds are shot in rapid succession.
Bullet Seed,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user forcefully shoots seeds at the target two to five times in a row.
Bullet Seed,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user forcefully shoots seeds at the target two to five times in a row.
Bullet Seed,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user forcefully shoots seeds at the target two to five times in a row.
Bullet Seed,"['Scarlet', 'Violet']",The user attacks by forcefully shooting seeds at the target. This move hits two to five times in a row.
Burn Up,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","To inflict massive damage, the user burns itself out. After using this move, the user will no longer be Fire type."
Burn Up,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","To inflict massive damage, the user burns itself out. After using this move, the user will no longer be Fire type."
Burn Up,"['Scarlet', 'Violet']","To inflict massive damage, the user burns itself out. After using this move, the user will no longer be Fire type."
Burning Jealousy,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Burning Jealousy,"['Scarlet', 'Violet']",The user attacks with energy from jealousy. This leaves all opposing Pokémon that have had their stats boosted during the turn with a burn.
Buzzy Buzz,"['L.G. Pikachu', 'L.G. Eevee']",The user shoots a jolt of electricity to attack the target. This also leaves the target with paralysis.
Buzzy Buzz,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Buzzy Buzz,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Calm Mind,"['Ruby', 'Sapphire', 'Emerald']",Raises SP. ATK and SP. DEF by focusing the mind.
Calm Mind,"['FireRed', 'LeafGreen']",The user focuses its mind to raise the SP. ATK and SP. DEF stats.
Calm Mind,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user quietly focuses its mind and calms its spirit to raise its Sp. Atk and Sp. Def stats.
Calm Mind,"['Black', 'White', 'Black 2', 'White 2']",The user quietly focuses its mind and calms its spirit to raise its Sp. Atk and Sp. Def stats.
Calm Mind,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user quietly focuses its mind and calms its spirit to raise its Sp. Atk and Sp. Def stats.
Calm Mind,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The user quietly focuses its mind and calms its spirit to raise its Sp. Atk and Sp. Def stats.
Calm Mind,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user quietly focuses its mind and calms its spirit to raise its Sp. Atk and Sp. Def stats.
Calm Mind,"['Scarlet', 'Violet']",The user quietly focuses its mind and calms its spirit to boost its Sp. Atk and Sp. Def stats.
Camouflage,"['Ruby', 'Sapphire', 'Emerald']",Alters the POKéMON’s type depending on the location.
Camouflage,"['FireRed', 'LeafGreen']",Alters the user’s type depending on the location’s terrain.
Camouflage,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The user’s type is changed depending on its environment, such as at water’s edge, in grass, or in a cave."
Camouflage,"['Black', 'White', 'Black 2', 'White 2']","The user’s type is changed depending on its environment, such as at water’s edge, in grass, or in a cave."
Camouflage,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user’s type is changed depending on its environment, such as at water’s edge, in grass, or in a cave."
Camouflage,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user’s type is changed depending on its environment, such as at water’s edge, in grass, or in a cave."
Camouflage,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Camouflage,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Captivate,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","If it is the opposite gender of the user, the foe is charmed into sharply lowering its Sp. Atk stat."
Captivate,"['Black', 'White', 'Black 2', 'White 2']","If it is the opposite gender of the user, the target is charmed into harshly lowering its Sp. Atk stat."
Captivate,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","If any opposing Pokémon is the opposite gender of the user, it is charmed, which harshly lowers its Sp. Atk stat."
Captivate,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","If any opposing Pokémon is the opposite gender of the user, it is charmed, which harshly lowers its Sp. Atk stat."
Captivate,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Captivate,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Catastropika,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user, Pikachu, surrounds itself with the maximum amount of electricity using its Z-Power and pounces on its target with full force."
Catastropika,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Catastropika,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Ceaseless Edge,"['Scarlet', 'Violet']","The user slashes its shell blade at the target, aiming to land a critical hit. Shell splinters left behind by this attack remain scattered under the target as spikes."
Celebrate,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The Pokémon congratulates you on your special day!
Celebrate,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The Pokémon congratulates you on your special day!
Celebrate,"['Sword', 'Shield']",The Pokémon congratulates you on your special day!
Celebrate,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Celebrate,"['Scarlet', 'Violet']",The Pokémon congratulates you on your special day!
Charge,"['Ruby', 'Sapphire', 'Emerald']",Charges power to boost the electric move used next.
Charge,"['FireRed', 'LeafGreen']",The user charges power to boost the ELECTRIC move it uses next.
Charge,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user boosts the power of the Electric move it uses next. It also raises the user’s Sp. Def stat.
Charge,"['Black', 'White', 'Black 2', 'White 2']",The user boosts the power of the Electric move it uses on the next turn. It also raises the user’s Sp. Def stat.
Charge,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user boosts the power of the Electric move it uses on the next turn. This also raises the user’s Sp. Def stat.
Charge,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user boosts the power of the Electric move it uses on the next turn. This also raises the user’s Sp. Def stat.
Charge,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user boosts the power of the Electric move it uses on the next turn. This also raises the user’s Sp. Def stat.
Charge,"['Scarlet', 'Violet']","The user becomes charged, boosting the power of the next Electric-type move it uses. This also boosts the user’s Sp. Def stat."
Charge Beam,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user fires a concentrated bundle of electricity. It may also raise the user’s Sp. Atk stat.
Charge Beam,"['Black', 'White', 'Black 2', 'White 2']",The user attacks with an electric charge. The user may use any remaining electricity to raise its Sp. Atk stat.
Charge Beam,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user attacks with an electric charge. The user may use any remaining electricity to raise its Sp. Atk stat.
Charge Beam,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user attacks with an electric charge. The user may use any remaining electricity to raise its Sp. Atk stat.
Charge Beam,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user attacks the target with an electric charge. The user may use any remaining electricity to raise its Sp. Atk stat.
Charge Beam,"['Scarlet', 'Violet']",The user attacks the target with an electric charge. The residual electricity may also boost the user’s Sp. Atk stat.
Charm,"['Gold', 'Silver', 'Crystal']",Sharply lowers the foe’s ATTACK.
Charm,"['Ruby', 'Sapphire', 'Emerald']",Charms the foe and sharply reduces its ATTACK.
Charm,"['FireRed', 'LeafGreen']","The foe is charmed by the user’s cute appeals, sharply cutting its ATTACK."
Charm,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The user charmingly stares at the foe, making it less wary. The target’s Attack is sharply lowered."
Charm,"['Black', 'White', 'Black 2', 'White 2']","The user gazes at the target rather charmingly, making it less wary. The target’s Attack is harshly lowered."
Charm,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user gazes at the target rather charmingly, making it less wary. This harshly lowers its Attack stat."
Charm,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user gazes at the target rather charmingly, making it less wary. This harshly lowers its Attack stat."
Charm,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The user gazes at the target rather charmingly, making it less wary. This harshly lowers the target’s Attack stat."
Charm,"['Scarlet', 'Violet']","The user gazes at the target rather charmingly, making it less wary. This harshly lowers the target’s Attack stat."
Chatter,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user attacks using a sound wave based on words it has learned. It may also confuse the foe.
Chatter,"['Black', 'White', 'Black 2', 'White 2']",The user attacks using a sound wave based on words it has learned. It may also confuse the target.
Chatter,"['X', 'Y']",The user attacks using a sound wave based on words it has learned. This confuses the target.
Chatter,"['O.Ruby', 'A.Sapphire']",The user attacks the target with sound waves of deafening chatter. This confuses the target.
Chatter,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user attacks the target with sound waves of deafening chatter. This confuses the target.
Chatter,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user attacks the target with sound waves of deafening chatter. This confuses the target.
Chatter,"['Scarlet', 'Violet']",The user attacks the target with sound waves of deafening chatter. This also confuses the target.
Chilling Water,"['Scarlet', 'Violet']",The user attacks the target by showering it with water that’s so cold it saps the target’s power. This also lowers the target’s Attack stat.
Chilly Reception,"['Scarlet', 'Violet']",The user tells a chillingly bad joke before switching places with a party Pokémon in waiting. This summons a snowstorm lasting five turns.
Chip Away,"['Black', 'White', 'Black 2', 'White 2']","Looking for an opening, the user strikes continually. The target’s stat changes don’t affect this attack’s damage."
Chip Away,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","Looking for an opening, the user strikes consistently. The target’s stat changes don’t affect this attack’s damage."
Chip Away,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","Looking for an opening, the user strikes consistently. The target’s stat changes don’t affect this attack’s damage."
Chip Away,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Chip Away,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Chloroblast,"['Scarlet', 'Violet']",The user launches its amassed chlorophyll to inflict damage on the target. This also damages the user.
Circle Throw,"['Black', 'White']","The user throws the target and drags out another Pokémon in its party. In the wild, the battle ends."
Circle Throw,"['Black 2', 'White 2']","The target is thrown and switched. In the wild, a battle against a single Pokémon ends."
Circle Throw,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The target is thrown, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon."
Circle Throw,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The target is thrown, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon."
Circle Throw,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The target is thrown, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon."
Circle Throw,"['Scarlet', 'Violet']","The target is thrown, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon."
Clamp,"['Gold', 'Silver', 'Crystal']",Traps the foe for 2-5 turns.
Clamp,"['Ruby', 'Sapphire', 'Emerald']",Traps and squeezes the foe for 2 to 5 turns.
Clamp,"['FireRed', 'LeafGreen']",The foe is clamped and squeezed by the user’s shell for two to five turns.
Clamp,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The foe is clamped and squeezed by the user’s very thick and sturdy shell for two to five turns.
Clamp,"['Black', 'White', 'Black 2', 'White 2']",The target is clamped and squeezed by the user’s very thick and sturdy shell for four to five turns.
Clamp,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The target is clamped and squeezed by the user’s very thick and sturdy shell for four to five turns.
Clamp,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The target is clamped and squeezed by the user’s very thick and sturdy shell for four to five turns.
Clamp,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Clamp,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Clanging Scales,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user rubs the scales on its entire body and makes a huge noise to attack the opposing Pokémon. The user’s Defense stat goes down after the attack.
Clanging Scales,"['Sword', 'Shield']",The user rubs the scales on its entire body and makes a huge noise to attack opposing Pokémon. The user’s Defense stat goes down after the attack.
Clanging Scales,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Clanging Scales,"['Scarlet', 'Violet']",The user rubs the scales on its entire body and makes a huge noise to attack opposing Pokémon. The user’s Defense stat is lowered after the attack.
Clangorous Soul,"['Sword', 'Shield']",The user raises all its stats by using some of its HP.
Clangorous Soul,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Clangorous Soul,"['Scarlet', 'Violet']",The user boosts all its stats by using some of its own HP.
Clangorous Soulblaze,"['Ultra Sun', 'Ultra Moon']","After obtaining Z-Power, the user, Kommo-o, attacks the opposing Pokémon with full force. This move boosts the user’s stats."
Clangorous Soulblaze,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Clangorous Soulblaze,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Clear Smog,"['Black', 'White', 'Black 2', 'White 2']",The user attacks by throwing a clump of special mud. All status changes are returned to normal.
Clear Smog,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user attacks by throwing a clump of special mud. All stat changes are returned to normal.
Clear Smog,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The user attacks by throwing a clump of special mud. All stat changes are returned to normal.
Clear Smog,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user attacks the target by throwing a clump of special mud. All stat changes are returned to normal.
Clear Smog,"['Scarlet', 'Violet']",The user attacks the target by throwing a clump of special mud. All stat changes are eliminated.
Close Combat,"['Diamond', 'Pearl', 'Platinum']",The user fights the foe in close without guarding itself. It also cuts the user’s Defense and Sp. Def.
Close Combat,"['HeartGold', 'SoulSilver']",The user fights the foe up close without guarding itself. It also cuts the user’s Defense and Sp. Def.
Close Combat,"['Black', 'White', 'Black 2', 'White 2']",The user fights the target up close without guarding itself. It also cuts the user’s Defense and Sp. Def.
Close Combat,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user fights the target up close without guarding itself. This also lowers the user’s Defense and Sp. Def stats.
Close Combat,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user fights the target up close without guarding itself. This also lowers the user’s Defense and Sp. Def stats.
