pokedex_id,move_name,level
0257,Bulk Up,42
0257,Reversal,49
0257,Flare Blitz,56
0257,Brave Bird,63
0257,Double Kick,1
0257,Growl,1
0257,Quick Attack,1
0257,Scratch,1
0257,Flame Charge,9
0257,Detect,12
0257,Sand Attack,15
0257,Aerial Ace,20
0257,Slash,25
0257,Bounce,30
0257,Focus Energy,35
0257,Bulk Up,42
0257,Reversal,49
0257,Flare Blitz,56
0257,Brave Bird,63
0258,Growl,1
0258,Tackle,1
0258,Water Gun,3
0258,Rock Smash,6
0258,Rock Throw,9
0258,Protect,12
0258,Supersonic,15
0258,Water Pulse,18
0258,Rock Slide,21
0258,Take Down,24
0258,Amnesia,27
0258,Surf,30
0258,Screech,33
0258,Endeavor,36
0258,Hydro Pump,39
0259,Growl,1
0259,Tackle,1
0259,Water Gun,1
0259,Rock Throw,9
0259,Protect,12
0259,Supersonic,15
0259,Water Pulse,20
0259,Rock Slide,25
0259,Take Down,30
0259,Amnesia,35
0259,Muddy Water,40
0259,Screech,45
0259,Endeavor,50
0259,Hydro Pump,55
0260,Growl,1
0260,Mud Shot,1
0260,Tackle,1
0260,Water Gun,1
0260,Rock Throw,9
0260,Protect,12
0260,Supersonic,15
0260,Water Pulse,20
0260,Rock Slide,25
0260,Take Down,30
0260,Amnesia,35
0260,Muddy Water,42
0260,Screech,49
0260,Endeavor,56
0260,Hydro Pump,63
0260,Growl,1
0260,Mud Shot,1
0260,Tackle,1
0260,Water Gun,1
0260,Rock Throw,9
0260,Protect,12
0260,Supersonic,15
0260,Water Pulse,20
0260,Rock Slide,25
0260,Take Down,30
0260,Amnesia,35
0260,Muddy Water,42
0260,Screech,49
0260,Endeavor,56
0260,Hydro Pump,63
0261,Tackle,1
0261,Howl,4
0261,Sand Attack,7
0261,Bite,10
0261,Leer,13
0261,Roar,16
0261,Swagger,19
0261,Assurance,22
0261,Scary Face,25
0261,Taunt,28
0261,Crunch,31
0261,Yawn,34
0261,Take Down,36
0261,Sucker Punch,40
0261,Play Rough,44
0262,Bite,1
0262,Crunch,1
0262,Fire Fang,1
0262,Ice Fang,1
0262,Sand Attack,1
0262,Tackle,1
0262,Thief,1
0262,Thunder Fang,1
0262,Howl,13
0262,Leer,13
0262,Roar,16
0262,Swagger,20
0262,Assurance,24
0262,Scary Face,28
0262,Taunt,36
0262,Yawn,44
0262,Take Down,48
0262,Sucker Punch,52
0262,Play Rough,56
0263,Growl,1
0263,Tackle,1
0263,Sand Attack,3
0263,Tail Whip,6
0263,Covet,9
0263,Headbutt,12
0263,Baby-Doll Eyes,15
0263,Pin Missile,18
0263,Rest,21
0263,Take Down,24
0263,Fling,27
0263,Flail,30
0263,Belly Drum,33
0263,Double-Edge,36
0263,Growl,1
0263,Tackle,1
0263,Sand Attack,3
0263,Tail Whip,6
0263,Covet,9
0263,Headbutt,12
0263,Baby-Doll Eyes,15
0263,Pin Missile,18
0263,Rest,21
0263,Take Down,24
0263,Fling,27
0263,Flail,30
0263,Belly Drum,33
0263,Double-Edge,36
0264,Baby-Doll Eyes,1
0264,Growl,1
0264,Pin Missile,1
0264,Sand Attack,1
0264,Slash,1
0264,Switcheroo,1
0264,Tackle,1
0264,Tail Whip,1
0264,Covet,9
0264,Headbutt,12
0264,Hone Claws,15
0264,Fury Swipes,18
0264,Rest,23
0264,Take Down,28
0264,Fling,33
0264,Flail,38
0264,Belly Drum,43
0264,Double-Edge,48
0264,Baby-Doll Eyes,1
0264,Growl,1
0264,Pin Missile,1
0264,Sand Attack,1
0264,Slash,1
0264,Switcheroo,1
0264,Tackle,1
0264,Tail Whip,1
0264,Covet,9
0264,Headbutt,12
0264,Hone Claws,15
0264,Fury Swipes,18
0264,Rest,23
0264,Take Down,28
0264,Fling,33
0264,Flail,38
0264,Belly Drum,43
0264,Double-Edge,48
0265,String Shot,1
0265,Tackle,1
0265,Poison Sting,5
0265,Bug Bite,15
0266,Harden,1
0267,Bug Bite,1
0267,Gust,1
0267,Harden,1
0267,Poison Sting,1
0267,String Shot,1
0267,Tackle,1
0267,Absorb,12
0267,Stun Spore,15
0267,Morning Sun,17
0267,Air Cutter,20
0267,Mega Drain,22
0267,Leech Life,25
0267,Attract,27
0267,Whirlwind,30
0267,Giga Drain,32
0267,Bug Buzz,35
0267,Protect,37
0267,Quiver Dance,40
0268,Harden,1
0269,Bug Bite,1
0269,Gust,1
0269,Harden,1
0269,Poison Sting,1
0269,String Shot,1
0269,Tackle,1
0269,Confusion,12
0269,Poison Powder,15
0269,Moonlight,17
0269,Venoshock,20
0269,Psybeam,22
0269,Leech Life,25
0269,Light Screen,27
0269,Whirlwind,30
0269,Toxic,32
0269,Bug Buzz,35
0269,Protect,37
0269,Quiver Dance,40
0270,Astonish,1
0270,Growl,1
0270,Absorb,3
0270,Water Gun,6
0270,Mist,9
0270,Mega Drain,12
0270,Flail,16
0270,Bubble Beam,20
0270,Leech Seed,24
0270,Giga Drain,28
0270,Rain Dance,33
0270,Zen Headbutt,38
0270,Energy Ball,43
0271,Absorb,1
0271,Astonish,1
0271,Fake Out,1
0271,Flail,1
0271,Growl,1
0271,Knock Off,1
0271,Teeter Dance,1
0271,Water Gun,1
0271,Mist,9
0271,Mega Drain,12
0271,Fury Swipes,18
0271,Bubble Beam,24
0271,Leech Seed,30
0271,Giga Drain,36
0271,Zen Headbutt,50
0271,Energy Ball,57
0271,Hydro Pump,64
0272,Bubble Beam,1
0272,Fake Out,1
0272,Rain Dance,1
0273,Harden,1
0273,Tackle,1
0273,Absorb,3
0273,Astonish,6
0273,Growth,9
0273,Rollout,12
0273,Mega Drain,15
0273,Payback,18
0273,Headbutt,21
0273,Sunny Day,24
0273,Synthesis,27
0273,Sucker Punch,30
0273,Explosion,33
0274,Absorb,1
0274,Air Cutter,1
0274,Astonish,1
0274,Explosion,1
0274,Fake Out,1
0274,Harden,1
0274,Swagger,1
0274,Tackle,1
0274,Torment,1
0274,Growth,9
0274,Rollout,12
0274,Mega Drain,18
0274,Payback,24
0274,Synthesis,30
0274,Sunny Day,36
0274,Extrasensory,43
0274,Sucker Punch,50
0274,Leaf Blade,57
0275,Air Cutter,1
0275,Hurricane,1
0275,Payback,1
0275,Sunny Day,1
0276,Growl,1
0276,Peck,1
0276,Focus Energy,5
0276,Quick Attack,9
0276,Wing Attack,13
0276,Double Team,17
0276,Aerial Ace,21
0276,Quick Guard,25
0276,Agility,29
0276,Air Slash,33
0276,Endeavor,37
0276,Brave Bird,41
0276,Reversal,45
0277,Air Slash,1
0277,Brave Bird,1
0277,Focus Energy,1
0277,Growl,1
0277,Peck,1
0277,Pluck,1
0277,Quick Attack,1
0277,Focus Energy,5
0277,Quick Attack,9
0277,Wing Attack,13
0277,Double Team,17
0277,Aerial Ace,21
0277,Quick Guard,27
0277,Agility,33
0277,Air Slash,39
0277,Endeavor,45
0277,Brave Bird,51
0277,Reversal,57
0278,Growl,1
0278,Water Gun,1
0278,Quick Attack,5
0278,Supersonic,10
0278,Wing Attack,15
0278,Water Pulse,20
0278,Agility,26
0278,Air Slash,30
0278,Mist,35
0278,Roost,40
0278,Hurricane,45
0279,Agility,1
0279,Air Slash,1
0279,Growl,1
0279,Protect,1
0279,Quick Attack,1
0279,Soak,1
0279,Supersonic,1
0279,Tailwind,1
0279,Water Gun,1
0279,Wing Attack,15
0279,Water Pulse,20
0279,Spit Up,28
0279,Stockpile,28
0279,Swallow,28
0279,Fling,34
0279,Mist,41
0279,Roost,48
0279,Hurricane,55
0279,Hydro Pump,62
0280,Disarming Voice,1
0280,Growl,1
0280,Double Team,3
0280,Confusion,6
0280,Hypnosis,9
0280,Draining Kiss,12
0280,Teleport,15
0280,Psybeam,18
0280,Life Dew,21
0280,Charm,24
0280,Calm Mind,27
0280,Psychic,30
0280,Heal Pulse,33
0280,Dream Eater,36
0280,Future Sight,39
0281,Confusion,1
0281,Disarming Voice,1
0281,Double Team,1
0281,Growl,1
0281,Hypnosis,9
0281,Draining Kiss,12
0281,Teleport,15
0281,Psybeam,18
0281,Life Dew,23
0281,Charm,28
0281,Calm Mind,33
0281,Psychic,38
0281,Heal Pulse,43
0281,Dream Eater,48
0281,Future Sight,53
0282,Charm,1
0282,Confusion,1
0282,Disarming Voice,1
0282,Double Team,1
0282,Growl,1
0282,Heal Pulse,1
0282,Healing Wish,1
0282,Misty Terrain,1
0282,Mystical Fire,1
0282,Hypnosis,9
0282,Draining Kiss,12
0282,Teleport,15
0282,Psybeam,18
0282,Life Dew,23
0282,Wish,28
0282,Calm Mind,35
0282,Psychic,42
0282,Moonblast,49
0282,Dream Eater,56
0282,Future Sight,63
0282,Charm,1
0282,Confusion,1
0282,Disarming Voice,1
0282,Double Team,1
0282,Growl,1
0282,Heal Pulse,1
0282,Healing Wish,1
0282,Misty Terrain,1
0282,Mystical Fire,1
0282,Hypnosis,9
0282,Draining Kiss,12
0282,Teleport,15
0282,Psybeam,18
0282,Life Dew,23
0282,Wish,28
0282,Calm Mind,35
0282,Psychic,42
0282,Moonblast,49
0282,Dream Eater,56
0282,Future Sight,63
0283,Water Gun,1
0283,Quick Attack,6
0283,Sweet Scent,9
0283,Soak,14
0283,Bubble Beam,17
0283,Agility,22
0283,Haze,25
0283,Mist,25
0283,Baton Pass,35
0283,Sticky Web,38
0284,Quick Attack,1
0284,Soak,1
0284,Sweet Scent,1
0284,Water Gun,1
0284,Whirlwind,1
0284,Gust,17
0284,Air Cutter,22
0284,Scary Face,22
0284,Stun Spore,26
0284,Air Slash,32
0284,Giga Drain,38
0284,Bug Buzz,44
0284,Quiver Dance,52
0285,Absorb,1
0285,Tackle,1
0285,Stun Spore,5
0285,Leech Seed,8
0285,Mega Drain,12
0285,Headbutt,15
0285,Poison Powder,19
0285,Giga Drain,26
0285,Growth,29
0285,Toxic,33
0285,Seed Bomb,36
0285,Spore,40
0286,Absorb,1
0286,Growth,1
0286,Leech Seed,1
0286,Poison Powder,1
0286,Stun Spore,1
0286,Tackle,1
0286,Toxic,1
0286,Mega Drain,12
0286,Headbutt,15
0286,Feint,19
0286,Counter,22
0286,Force Palm,28
0286,Worry Seed,33
0286,Brick Break,39
0286,Seed Bomb,44
0286,Dynamic Punch,50
0286,Focus Punch,55
0287,Scratch,1
0287,Yawn,1
0287,Encore,6
0287,Slack Off,9
0287,Headbutt,14
0287,Amnesia,17
0287,Covet,22
0287,Throat Chop,25
0287,Counter,30
0287,Flail,33
0287,Play Rough,38
0288,Encore,1
0288,Focus Energy,1
0288,Scratch,1
0288,Uproar,1
0288,Fury Swipes,14
0288,Endure,17
0288,Slash,23
0288,Throat Chop,27
0288,Counter,33
0288,Focus Punch,37
0288,Reversal,43
0289,Encore,1
0289,Scratch,1
0289,Slack Off,1
0289,Sucker Punch,1
0289,Yawn,1
0289,Amnesia,17
0289,Covet,23
0289,Throat Chop,27
0289,Counter,33
0289,Flail,39
0289,Fling,45
0289,Mega Kick,52
0289,Hammer Arm,63
0290,Sand Attack,1
0290,Scratch,1
0290,Harden,5
0290,False Swipe,10
0290,Mud-Slap,15
0290,Absorb,21
0290,Metal Claw,25
0290,Fury Swipes,30
0290,Mind Reader,35
0290,Dig,40
0291,Aerial Ace,1
0291,Baton Pass,1
0291,Dig,1
0291,Double Team,1
0291,False Swipe,1
0291,Fury Cutter,1
0291,Harden,1
0291,Metal Claw,1
0291,Mud-Slap,1
0291,Sand Attack,1
0291,Scratch,1
0291,Screech,1
0291,Agility,15
0291,Absorb,23
0291,Bug Bite,29
0291,Fury Swipes,36
0291,Mind Reader,43
0291,Slash,50
0291,Swords Dance,57
0291,X-Scissor,64
0292,Dig,1
0292,False Swipe,1
0292,Grudge,1
0292,Harden,1
0292,Metal Claw,1
0292,Mud-Slap,1
0292,Sand Attack,1
0292,Scratch,1
0292,Shadow Claw,1
0292,Confuse Ray,15
0292,Absorb,23
0292,Shadow Sneak,29
0292,Fury Swipes,36
0292,Mind Reader,43
0292,Shadow Ball,50
0292,Spite,57
0292,Phantom Force,64
0293,Astonish,1
0293,Pound,1
0293,Echoed Voice,5
0293,Howl,10
0293,Rest,15
0293,Sleep Talk,15
0293,Stomp,21
0293,Roar,25
0293,Supersonic,30
0293,Uproar,35
0293,Screech,40
0293,Hyper Voice,45
0294,Astonish,1
0294,Bite,1
0294,Echoed Voice,1
0294,Howl,1
0294,Pound,1
0294,Rest,15
0294,Sleep Talk,15
0294,Stomp,23
0294,Roar,29
0294,Supersonic,36
0294,Uproar,43
0294,Screech,50
0294,Hyper Voice,57
0295,Astonish,1
0295,Bite,1
0295,Crunch,1
0295,Echoed Voice,1
0295,Fire Fang,1
0295,Howl,1
0295,Ice Fang,1
0295,Pound,1
0295,Thunder Fang,1
0295,Rest,15
0295,Sleep Talk,15
0295,Stomp,23
0295,Roar,29
0295,Supersonic,36
0295,Uproar,45
0295,Screech,54
0295,Hyper Voice,63
0295,Boomburst,72
0295,Hyper Beam,81
0296,Focus Energy,1
0296,Tackle,1
0296,Sand Attack,4
0296,Arm Thrust,7
0296,Fake Out,10
0296,Force Palm,13
0296,Whirlwind,16
0296,Knock Off,19
0296,Bulk Up,22
0296,Belly Drum,25
0296,Detect,28
0296,Seismic Toss,31
0296,Focus Punch,34
0296,Endure,37
0296,Close Combat,40
0296,Reversal,43
0296,Heavy Slam,46
0297,Arm Thrust,1
0297,Brine,1
0297,Focus Energy,1
0297,Sand Attack,1
0297,Tackle,1
0297,Fake Out,10
0297,Force Palm,13
0297,Whirlwind,16
0297,Knock Off,19
0297,Bulk Up,22
0297,Belly Drum,26
0297,Detect,30
0297,Seismic Toss,34
0297,Focus Punch,38
0297,Endure,42
0297,Close Combat,46
0297,Reversal,50
0297,Heavy Slam,54
0297,Headlong Rush,60
0298,Splash,1
0298,Tail Whip,1
0298,Water Gun,1
0298,Helping Hand,3
0298,Bubble Beam,6
0298,Charm,9
0298,Slam,12
0298,Bounce,15
0299,Tackle,1
0299,Harden,4
0299,Block,7
0299,Rock Throw,10
0299,Thunder Wave,13
0299,Rest,16
0299,Spark,19
0299,Rock Slide,22
0299,Power Gem,25
0299,Rock Blast,28
0299,Discharge,31
0299,Sandstorm,34
0299,Earth Power,37
0299,Stone Edge,40
0299,Lock-On,43
0299,Zap Cannon,43
0300,Fake Out,1
0300,Growl,1
0300,Tail Whip,1
0300,Tackle,4
0300,Sing,7
0300,Attract,10
0300,Disarming Voice,13
0300,Fury Swipes,16
0300,Copycat,19
0300,Payback,22
0300,Charm,25
0300,Facade,31
0300,Covet,34
0300,Heal Bell,37
0300,Double-Edge,40
0300,Baby-Doll Eyes,43
0300,Play Rough,46
0301,Attract,1
0301,Baby-Doll Eyes,1
0301,Charm,1
0301,Copycat,1
0301,Covet,1
0301,Disarming Voice,1
0301,Double-Edge,1
0301,Facade,1
0301,Fake Out,1
0301,Fury Swipes,1
0301,Growl,1
0301,Heal Bell,1
0301,Payback,1
0301,Play Rough,1
0301,Sing,1
0301,Tackle,1
0301,Tail Whip,1
0302,Leer,1
0302,Scratch,1
0302,Astonish,3
0302,Shadow Sneak,9
0302,Fake Out,12
0302,Disable,15
0302,Detect,18
0302,Night Shade,21
0302,Fury Swipes,24
0302,Knock Off,27
0302,Quash,30
0302,Shadow Claw,33
0302,Mean Look,36
0302,Power Gem,39
0302,Zen Headbutt,42
0302,Shadow Ball,45
0302,Foul Play,48
0302,Leer,1
0302,Scratch,1
0302,Astonish,3
0302,Shadow Sneak,9
0302,Fake Out,12
0302,Disable,15
0302,Detect,18
0302,Night Shade,21
0302,Fury Swipes,24
0302,Knock Off,27
0302,Quash,30
0302,Shadow Claw,33
0302,Mean Look,36
0302,Power Gem,39
0302,Zen Headbutt,42
0302,Shadow Ball,45
0302,Foul Play,48
0303,Astonish,1
0303,Growl,1
0303,Fairy Wind,4
0303,Baton Pass,8
0303,Bite,12
0303,Spit Up,16
0303,Stockpile,16
0303,Swallow,16
0303,Sucker Punch,20
0303,Iron Defense,24
0303,Crunch,28
0303,Sweet Scent,32
0303,Iron Head,36
0303,Taunt,40
0303,Fake Tears,44
0303,Play Rough,48
0303,Astonish,1
0303,Growl,1
0303,Fairy Wind,4
0303,Baton Pass,8
0303,Bite,12
0303,Spit Up,16
0303,Stockpile,16
0303,Swallow,16
0303,Sucker Punch,20
0303,Iron Defense,24
0303,Crunch,28
0303,Sweet Scent,32
0303,Iron Head,36
0303,Taunt,40
0303,Fake Tears,44
0303,Play Rough,48
0304,Harden,1
0304,Tackle,1
0304,Metal Claw,4
0304,Rock Tomb,8
0304,Roar,12
0304,Headbutt,16
0304,Protect,20
0304,Rock Slide,24
0304,Iron Head,28
0304,Metal Sound,33
0304,Take Down,36
0304,Autotomize,40
0304,Iron Tail,44
0304,Iron Defense,48
0304,Heavy Slam,52
0304,Double-Edge,56
0304,Metal Burst,60
0305,Harden,1
0305,Metal Claw,1
0305,Rock Tomb,1
0305,Tackle,1
0305,Roar,12
0305,Headbutt,16
0305,Protect,20
0305,Rock Slide,24
0305,Iron Head,28
0305,Metal Sound,35
0305,Take Down,40
0305,Autotomize,46
0305,Iron Tail,52
0305,Iron Defense,58
0305,Heavy Slam,64
0305,Double-Edge,70
0305,Metal Burst,76
0306,Harden,1
0306,Metal Claw,1
0306,Rock Tomb,1
0306,Tackle,1
0306,Roar,12
0306,Headbutt,16
0306,Protect,20
0306,Rock Slide,24
0306,Iron Head,28
0306,Metal Sound,35
0306,Take Down,40
0306,Autotomize,48
0306,Iron Tail,56
0306,Iron Defense,64
0306,Heavy Slam,72
0306,Double-Edge,80
0306,Metal Burst,88
0306,Harden,1
0306,Metal Claw,1
0306,Rock Tomb,1
0306,Tackle,1
0306,Roar,12
0306,Headbutt,16
0306,Protect,20
0306,Rock Slide,24
0306,Iron Head,28
0306,Metal Sound,35
0306,Take Down,40
0306,Autotomize,48
0306,Iron Tail,56
0306,Iron Defense,64
0306,Heavy Slam,72
0306,Double-Edge,80
0306,Metal Burst,88
0307,Confusion,1
0307,Work Up,1
0307,Detect,9
0307,Endure,12
0307,Feint,15
0307,Force Palm,17
0307,Psybeam,20
0307,Calm Mind,23
0307,Zen Headbutt,25
0307,High Jump Kick,28
0307,Psych Up,31
0307,Acupressure,33
0307,Power Trick,36
0307,Reversal,39
0307,Recover,41
0307,Counter,44
0308,Confusion,1
0308,Detect,1
0308,Fire Punch,1
0308,Ice Punch,1
0308,Thunder Punch,1
0308,Work Up,1
0308,Endure,12
0308,Feint,15
0308,Force Palm,17
0308,Psybeam,20
0308,Calm Mind,23
0308,Zen Headbutt,25
0308,High Jump Kick,28
0308,Psych Up,31
0308,Acupressure,33
0308,Power Trick,36
0308,Recover,47
0308,Axe Kick,53
0308,Counter,53
0308,Confusion,1
0308,Detect,1
0308,Fire Punch,1
0308,Ice Punch,1
0308,Thunder Punch,1
0308,Work Up,1
0308,Endure,12
0308,Feint,15
0308,Force Palm,17
0308,Psybeam,20
0308,Calm Mind,23
0308,Zen Headbutt,25
0308,High Jump Kick,28
0308,Psych Up,31
0308,Acupressure,33
0308,Power Trick,36
0308,Recover,47
0308,Axe Kick,53
0308,Counter,53
0309,Tackle,1
0309,Thunder Wave,1
0309,Leer,4
0309,Howl,8
0309,Quick Attack,12
0309,Shock Wave,16
0309,Bite,20
0309,Thunder Fang,24
0309,Roar,28
0309,Discharge,32
0309,Charge,36
0309,Wild Charge,40
0309,Thunder,44
0310,Fire Fang,1
0310,Howl,1
0310,Leer,1
0310,Tackle,1
0310,Thunder Wave,1
0310,Quick Attack,12
0310,Shock Wave,16
0310,Bite,20
0310,Thunder Fang,24
0310,Roar,30
0310,Discharge,36
0310,Charge,42
0310,Wild Charge,48
0310,Thunder,54
0310,Electric Terrain,60
0310,Fire Fang,1
0310,Howl,1
0310,Leer,1
0310,Tackle,1
0310,Thunder Wave,1
0310,Quick Attack,12
0310,Shock Wave,16
0310,Bite,20
0310,Thunder Fang,24
0310,Roar,30
0310,Discharge,36
0310,Charge,42
0310,Wild Charge,48
0310,Thunder,54
0310,Electric Terrain,60
0311,Growl,1
0311,Play Nice,1
0311,Quick Attack,1
0311,Thunder Wave,1
0311,Helping Hand,4
0311,Spark,7
0311,Encore,10
0311,Switcheroo,13
0311,Swift,16
0311,Electro Ball,19
0311,Copycat,22
0311,Charge,26
0311,Discharge,31
0311,Baton Pass,34
0311,Agility,37
0311,Last Resort,40
0311,Thunder,43
0311,Nasty Plot,46
0311,Entrainment,49
0312,Growl,1
0312,Play Nice,1
0312,Quick Attack,1
0312,Thunder Wave,1
0312,Helping Hand,4
0312,Spark,7
0312,Encore,10
0312,Switcheroo,13
0312,Swift,16
0312,Electro Ball,19
0312,Copycat,22
0312,Charge,26
0312,Discharge,31
0312,Baton Pass,34
0312,Agility,37
0312,Last Resort,40
0312,Thunder,43
0312,Nasty Plot,46
0312,Entrainment,49
0313,Tackle,1
0313,Double Team,5
0313,Confuse Ray,8
0313,Quick Attack,12
0313,Struggle Bug,15
0313,Moonlight,19
0313,Tail Glow,22
0313,Protect,26
0313,Zen Headbutt,29
0313,Helping Hand,33
0313,Bug Buzz,36
0313,Play Rough,40
0313,Double-Edge,43
0313,Infestation,47
0314,Play Nice,1
0314,Tackle,1
0314,Sweet Scent,5
0314,Charm,9
0314,Quick Attack,12
0314,Struggle Bug,15
0314,Moonlight,19
0314,Wish,22
0314,Encore,26
0314,Flatter,29
0314,Zen Headbutt,33
0314,Helping Hand,36
0314,Bug Buzz,40
0314,Play Rough,43
0314,Infestation,47
0315,Absorb,1
0315,Growth,1
0315,Poison Sting,1
0315,Stun Spore,1
0315,Worry Seed,1
0315,Mega Drain,5
0315,Leech Seed,10
0315,Magical Leaf,15
0315,Toxic Spikes,20
0315,Sweet Scent,25
0315,Giga Drain,30
0315,Synthesis,35
0315,Toxic,40
0315,Petal Blizzard,45
0315,Aromatherapy,50
0315,Ingrain,55
0315,Petal Dance,60
0316,Pound,1
0316,Yawn,5
0316,Poison Gas,8
0316,Sludge,10
0316,Amnesia,12
0316,Acid Spray,17
0316,Encore,20
0316,Toxic,25
0316,Spit Up,28
0316,Stockpile,28
0316,Swallow,28
0316,Sludge Bomb,33
0316,Gastro Acid,36
0316,Belch,41
0316,Pain Split,44
0316,Gunk Shot,49
0317,Gunk Shot,1
0317,Poison Gas,1
0317,Pound,1
0317,Sludge,1
0317,Yawn,1
0317,Amnesia,12
0317,Acid Spray,17
0317,Encore,20
0317,Toxic,25
0317,Spit Up,30
0317,Stockpile,30
0317,Swallow,30
0317,Sludge Bomb,37
0317,Gastro Acid,42
0317,Belch,49
0318,Aqua Jet,1
0318,Leer,1
0318,Poison Fang,4
0318,Focus Energy,8
0318,Scary Face,12
0318,Bite,16
0318,Ice Fang,20
0318,Screech,24
0318,Swagger,28
0318,Crunch,32
0318,Agility,36
0318,Liquidation,40
0318,Take Down,44
0319,Aqua Jet,1
0319,Focus Energy,1
0319,Leer,1
0319,Night Slash,1
0319,Poison Fang,1
0319,Slash,1
0319,Scary Face,12
0319,Bite,16
0319,Ice Fang,20
0319,Screech,24
0319,Swagger,28
0319,Crunch,34
0319,Agility,40
0319,Liquidation,46
0319,Take Down,52
0319,Aqua Jet,1
0319,Focus Energy,1
0319,Leer,1
0319,Night Slash,1
0319,Poison Fang,1
0319,Slash,1
0319,Scary Face,12
0319,Bite,16
0319,Ice Fang,20
0319,Screech,24
0319,Swagger,28
0319,Crunch,34
0319,Agility,40
0319,Liquidation,46
0319,Take Down,52
0320,Splash,1
0320,Growl,3
0320,Astonish,6
0320,Water Gun,12
0320,Mist,15
0320,Water Pulse,18
0320,Heavy Slam,21
0320,Brine,24
0320,Whirlpool,27
0320,Dive,30
0320,Bounce,33
0320,Body Slam,36
0320,Rest,39
0320,Amnesia,42
0320,Hydro Pump,45
0320,Water Spout,48
0321,Astonish,1
0321,Growl,1
0321,Noble Roar,1
0321,Soak,1
0321,Splash,1
0321,Water Gun,1
0321,Mist,15
0321,Water Pulse,18
0321,Heavy Slam,21
0321,Brine,24
0321,Whirlpool,27
0321,Dive,30
0321,Bounce,33
0321,Body Slam,36
0321,Rest,39
0321,Amnesia,44
0321,Hydro Pump,49
0321,Water Spout,54
0322,Growl,1
0322,Tackle,1
0322,Ember,5
0322,Focus Energy,8
0322,Bulldoze,12
0322,Incinerate,15
0322,Amnesia,19
0322,Lava Plume,22
0322,Earth Power,26
0322,Curse,29
0322,Take Down,31
0322,Earthquake,40
0322,Flamethrower,43
0322,Double-Edge,47
0323,Ember,1
0323,Eruption,1
0323,Fissure,1
0323,Focus Energy,1
0323,Growl,1
0323,Tackle,1
0323,Bulldoze,12
0323,Incinerate,15
0323,Amnesia,19
0323,Lava Plume,22
0323,Earth Power,26
0323,Curse,29
0323,Take Down,31
0323,Yawn,39
0323,Earthquake,46
0323,Ember,1
0323,Eruption,1
0323,Fissure,1
0323,Focus Energy,1
0323,Growl,1
0323,Tackle,1
0323,Bulldoze,12
0323,Incinerate,15
0323,Amnesia,19
0323,Lava Plume,22
0323,Earth Power,26
0323,Curse,29
0323,Take Down,31
0323,Yawn,39
0323,Earthquake,46
0324,Ember,1
0324,Smog,1
0324,Withdraw,4
0324,Rapid Spin,8
0324,Smokescreen,12
0324,Clear Smog,16
0324,Flame Wheel,20
0324,Protect,24
0324,Lava Plume,28
0324,Body Slam,32
0324,Iron Defense,36
0324,Flamethrower,40
0324,Curse,44
0324,Heat Wave,48
0324,Amnesia,52
0324,Inferno,56
0324,Shell Smash,60
0324,Eruption,64
0325,Splash,1
0325,Confusion,7
0325,Growl,10
0325,Psybeam,14
0325,Psych Up,18
0325,Confuse Ray,22
0325,Power Gem,29
0325,Rest,29
0325,Snore,33
0325,Psyshock,38
0325,Payback,40
0325,Psychic,44
0325,Bounce,50
0326,Belch,1
0326,Confusion,1
0326,Psybeam,1
0326,Splash,1
0326,Psych Up,18
0326,Confuse Ray,22
0326,Zen Headbutt,26
0326,Power Gem,29
0326,Rest,35
0326,Snore,35
0326,Psyshock,42
0326,Payback,46
0326,Psychic,52
0326,Bounce,60
0327,Tackle,1
0327,Copycat,5
0327,Teeter Dance,10
0327,Psybeam,14
0327,Hypnosis,19
0327,Body Slam,23
0327,Sucker Punch,28
0327,Teeter Dance,32
0327,Uproar,37
0327,Psych Up,41
0327,Double-Edge,46
0327,Flail,50
0327,Thrash,55
0328,Astonish,1
0328,Sand Attack,1
0328,Bite,8
0328,Mud-Slap,12
0328,Sand Tomb,16
0328,Bulldoze,20
0328,Dig,24
0328,Crunch,28
0328,Sandstorm,32
0328,Earth Power,36
0328,Earthquake,40
0328,Superpower,44
0328,Fissure,48
0329,Bite,1
0329,Dig,1
0329,Sand Attack,1
0329,Mud-Slap,12
0329,Sand Tomb,16
0329,Dragon Tail,20
0329,Screech,24
0329,Bug Buzz,28
0329,Sandstorm,32
0329,Earth Power,38
0329,Earthquake,44
0329,Uproar,50
0329,Dragon Rush,56
0329,Boomburst,62
0330,Bulldoze,1
0330,Dragon Breath,1
0330,Sand Attack,1
0330,Supersonic,1
0330,Mud-Slap,12
0330,Sand Tomb,16
0330,Dragon Tail,20
0330,Screech,24
0330,Bug Buzz,28
0330,Sandstorm,32
0330,Earth Power,38
0330,Earthquake,44
0330,Uproar,52
0330,Dragon Rush,60
0330,Boomburst,68
0331,Leer,1
0331,Poison Sting,1
0331,Absorb,4
0331,Growth,7
0331,Leech Seed,10
0331,Sand Attack,13
0331,Bullet Seed,16
0331,Power Trip,19
0331,Ingrain,22
0331,Payback,26
0331,Spikes,30
0331,Sucker Punch,34
0331,Pin Missile,38
0331,Energy Ball,42
0331,Cotton Spore,46
0331,Sandstorm,50
0331,Destiny Bond,54
0332,Absorb,1
0332,Destiny Bond,1
0332,Growth,1
0332,Leer,1
0332,Poison Sting,1
0332,Leech Seed,10
0332,Sand Attack,13
