pokedex_id,game,description 
0125,['Emerald'],"When a storm approaches, it competes with others to scale heights that are likely to be stricken by lightning. Some towns use ELECTABUZZ in place of lightning rods."
0125,"['Diamond', 'Pearl']",Half of all blackouts occur when this Pokémon appears at power plants and eats electricity.
0125,['Platinum'],It windmills its arms to slightly boost its punches. Foes have been known to escape in the meantime.
0125,['HeartGold'],"Electricity runs across the surface of its body. In darkness, its entire body glows a whitish-blue."
0125,['SoulSilver'],Its body constantly discharges electricity. Getting close to it will make your hair stand on end.
0125,"['Black', 'White']",It windmills its arms to slightly boost its punches. Foes have been known to escape in the meantime.
0125,"['Black 2', 'White 2']",Research is progressing on storing lightning in Electabuzz so this energy can be used at any time.
0125,['X'],"Electricity runs across the surface of its body. In darkness, its entire body glows a whitish blue."
0125,['Y'],It loves to feed on strong electricity. It occasionally appears around large power plants and so on.
0125,"['Omega Ruby', 'Alpha Sapphire']","When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods."
0125,['Sun'],Half of all sudden blackouts are caused by Electabuzz gathering at electric power plants and gobbling up electricity.
0125,['Moon'],Electricity leaks from it in amounts far greater than the amount of electricity it eats.
0125,['Ultra Sun'],Electricity permeates its body. It swings its arms round and round to charge up electricity before unleashing a punch.
0125,['Ultra Moon'],"While it’s often blamed for power outages, the truth is the cause of outages is more often an error on the part of the electric company."
0125,"[""Let's Go Pikachu"", ""Let's Go Eevee""]","If a major power outage occurs, it is certain that this Pokémon has eaten electricity at a power plant."
0125,['Sword'],Many power plants keep Ground-type Pokémon around as a defense against Electabuzz that come seeking electricity.
0125,['Shield'],"With the coming of a storm, many of these Pokémon will gather under tall trees and sit there waiting for lightning to strike."
0125,"['Brilliant Diamond', 'Shining Pearl']",Half of all blackouts occur when this Pokémon appears at power plants and eats electricity.
0125,['Legends: Arceus'],"Feeds on electrical energy. During sudden showers beneath looming thunderclouds, one can observe Electabuzz scaling tall trees, where the Pokémon will then wait for lightning to strike."
0126,"['Red', 'Blue']",Its body always burns with an orange glow that enables it to hide perfectly among flames.
0126,['Yellow'],"Born in an active volcano. Its body is always cloaked in flames, so it looks like a big ball of fire."
0126,['Gold'],"It dislikes cold places, so it blows scorching flames to make the environment suitable for itself."
0126,['Silver'],"The fiery surface of its body gives off a wavering, rippling glare that is similar to the sun."
0126,['Crystal'],It moves more frequently in hot areas. It can heal itself by dipping its wound into lava.
0126,"['Ruby', 'Sapphire']","In battle, MAGMAR blows out intensely hot flames from all over its body to intimidate its opponent. This POKéMON’s fiery bursts create heat waves that ignite grass and trees in its surroundings."
0126,['FireRed'],"Found near the mouth of a volcano. This fire-breather’s body temperature is nearly 2,200 degrees Fahrenheit."
0126,['LeafGreen'],Its body always burns with an orange glow that enables it to hide perfectly amidst flames.
0126,['Emerald'],"In battle, it blows out intense flames from all over its body to intimidate its foe. These fiery bursts create heat waves that ignite grass and trees in the area."
0126,"['Diamond', 'Pearl']","Born in the spout of a volcano, its body is covered by flames that shimmer like the sun."
0126,['Platinum'],"When it breathes deeply, heat waves form around its body, making it hard to see clearly."
0126,['HeartGold'],"It dislikes cold places, so it blows scorching flames to make the environment suitable for itself."
0126,['SoulSilver'],"The fiery surface of its body gives off a wavering, rippling glare that is similar to the sun."
0126,"['Black', 'White']","When it breathes deeply, heat waves form around its body, making it hard to see clearly."
0126,"['Black 2', 'White 2']","The scorching fire exhaled by Magmar forms heat waves around its body, making it hard to see the Pokémon clearly."
0126,['X'],"Found near the mouth of a volcano. This fire-breather’s body temperature is nearly 2,200 degrees Fahrenheit."
0126,['Y'],"Born in the spout of a volcano, its body is covered by flames that shimmer like the sun."
0126,"['Omega Ruby', 'Alpha Sapphire']","In battle, Magmar blows out intensely hot flames from all over its body to intimidate its opponent. This Pokémon’s fiery bursts create heat waves that ignite grass and trees in its surroundings."
0126,['Sun'],"When it’s tired, it leaps into the mouth of a volcano and soaks its body in magma to ease its weariness. Its body burns at 2,192 degrees F."
0126,['Moon'],"When angered, it spouts brilliant fire from all over its body. It doesn’t calm down until its opponent has burned to ash."
0126,['Ultra Sun'],"Its entire body is burning. When it breathes, the temperature rises. When it sneezes, flames shoot out!"
0126,['Ultra Moon'],"The hotter the place, the better they feel. Magmar in Alola are said to be hardier than those in other areas."
0126,"[""Let's Go Pikachu"", ""Let's Go Eevee""]","Born in an active volcano. Its body is always cloaked in flames, so it looks like a big ball of fire."
0126,['Sword'],Magmar dispatches its prey with fire. But it regrets this habit once it realizes that it has burned its intended prey to a charred crisp.
0126,['Shield'],These Pokémon’s bodies are constantly burning. Magmar are feared as one of the causes behind fires.
0126,"['Brilliant Diamond', 'Shining Pearl']",It was born in the crater of a volcano. Its body is covered with flames that shimmer like the sun.
0126,['Legends: Arceus'],"Legend has it that this Pokémon was born from the crater of a volcano. When wounded, it bathes in lava to heal its body, much as one would soak in a hot spring."
0127,"['Red', 'Blue']","If it fails to crush the victim in its pincers, it will swing it around and toss it hard."
0127,['Yellow'],"Grips its prey in its pincers and squeezes hard! It can’t move if it’s cold, so it lives in warm places."
0127,['Gold'],"With its horns, it digs burrows to sleep in at night. In the morning, damp soil clings to its body."
0127,['Silver'],"Swings its long antlers wildly to attack. During cold periods, it hides deep in forests."
0127,['Crystal'],"When the temperature drops at night, it sleeps on treetops or among roots where it is well hidden."
0127,['Ruby'],PINSIR is astoundingly strong. It can grip a foe weighing twice its weight in its horns and easily lift it. This POKéMON’s movements turn sluggish in cold places.
0127,['Sapphire'],"PINSIR has a pair of massive horns Protruding from the surface of these horns are thorns. These thorns are driven deeply into the foe’s body when the pincer closes, making it tough for the foe to escape."
0127,['FireRed'],"Its two long pincer horns are powerful. Once they grip an enemy, they won’t release until the foe is torn."
0127,['LeafGreen'],"If it fails to crush the foe in its pincers, it will swing around and toss the opponent."
0127,['Emerald'],"Their pincers are strong enough to shatter thick logs. Because they dislike cold, PINSIR burrow and sleep under the ground on chilly nights."
0127,"['Diamond', 'Pearl', 'Platinum']","It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far."
0127,['HeartGold'],"With its pincer horns, it digs burrows to sleep in at night. In the morning, damp soil clings to its body."
0127,['SoulSilver'],"It swings its long pincer horns wildly to attack. During cold periods, it hides deep in forests."
0127,"['Black', 'White']","It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far."
0127,"['Black 2', 'White 2']",It grips prey with its powerful pincers and will not let go until the prey is torn in half.
0127,['X'],"It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far."
0127,['Y'],"It swings its long pincer horns wildly to attack. During cold periods, it hides deep in forests."
0127,['Omega Ruby'],Pinsir is astoundingly strong. It can grip a foe weighing twice its weight in its horns and easily lift it. This Pokémon’s movements turn sluggish in cold places.
0127,['Alpha Sapphire'],"Pinsir has a pair of massive horns. Protruding from the surface of these horns are thorns. These thorns are driven deeply into the foe’s body when the pincer closes, making it tough for the foe to escape."
0127,['Sun'],"It grips its prey in its pincers and splits them apart. Although it is a powerful Pokémon, it can’t deal with the cold."
0127,['Moon'],One solid blow from its horns is enough to split apart a large tree. Its greatest rival in Alola is Vikavolt.
0127,['Ultra Sun'],"It gets into territorial disputes with Vikavolt. For some reason, it apparently gets along well with Heracross in Alola."
0127,['Ultra Moon'],"Although it’s tough, it can’t handle cold well. When night falls, it buries itself in leafage and sleeps."
0127,"[""Let's Go Pikachu"", ""Let's Go Eevee""]","Grips its prey in its pincers and squeezes hard! It can’t move if it’s cold, so it lives in warm places."
0127,['Sword'],"These Pokémon judge one another based on pincers. Thicker, more impressive pincers make for more popularity with the opposite gender."
0127,['Shield'],This Pokémon clamps its pincers down on its prey and then either splits the prey in half or flings it away.
0127,"['Brilliant Diamond', 'Shining Pearl']","It grips prey with its pincers until the prey is torn apart. What it can’t tear, it tosses far away."
0127,"['Red', 'Blue']","If it fails to crush the victim in its pincers, it will swing it around and toss it hard."
0127,['Yellow'],"Grips its prey in its pincers and squeezes hard! It can’t move if it’s cold, so it lives in warm places."
0127,['Gold'],"With its horns, it digs burrows to sleep in at night. In the morning, damp soil clings to its body."
0127,['Silver'],"Swings its long antlers wildly to attack. During cold periods, it hides deep in forests."
0127,['Crystal'],"When the temperature drops at night, it sleeps on treetops or among roots where it is well hidden."
0127,['Ruby'],PINSIR is astoundingly strong. It can grip a foe weighing twice its weight in its horns and easily lift it. This POKéMON’s movements turn sluggish in cold places.
0127,['Sapphire'],"PINSIR has a pair of massive horns Protruding from the surface of these horns are thorns. These thorns are driven deeply into the foe’s body when the pincer closes, making it tough for the foe to escape."
0127,['FireRed'],"Its two long pincer horns are powerful. Once they grip an enemy, they won’t release until the foe is torn."
0127,['LeafGreen'],"If it fails to crush the foe in its pincers, it will swing around and toss the opponent."
0127,['Emerald'],"Their pincers are strong enough to shatter thick logs. Because they dislike cold, PINSIR burrow and sleep under the ground on chilly nights."
0127,"['Diamond', 'Pearl', 'Platinum']","It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far."
0127,['HeartGold'],"With its pincer horns, it digs burrows to sleep in at night. In the morning, damp soil clings to its body."
0127,['SoulSilver'],"It swings its long pincer horns wildly to attack. During cold periods, it hides deep in forests."
0127,"['Black', 'White']","It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far."
0127,"['Black 2', 'White 2']",It grips prey with its powerful pincers and will not let go until the prey is torn in half.
0127,['X'],"It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far."
0127,['Y'],"It swings its long pincer horns wildly to attack. During cold periods, it hides deep in forests."
0127,['Omega Ruby'],Pinsir is astoundingly strong. It can grip a foe weighing twice its weight in its horns and easily lift it. This Pokémon’s movements turn sluggish in cold places.
0127,['Alpha Sapphire'],"Pinsir has a pair of massive horns. Protruding from the surface of these horns are thorns. These thorns are driven deeply into the foe’s body when the pincer closes, making it tough for the foe to escape."
0127,['Sun'],"It grips its prey in its pincers and splits them apart. Although it is a powerful Pokémon, it can’t deal with the cold."
0127,['Moon'],One solid blow from its horns is enough to split apart a large tree. Its greatest rival in Alola is Vikavolt.
0127,['Ultra Sun'],"It gets into territorial disputes with Vikavolt. For some reason, it apparently gets along well with Heracross in Alola."
0127,['Ultra Moon'],"Although it’s tough, it can’t handle cold well. When night falls, it buries itself in leafage and sleeps."
0127,"[""Let's Go Pikachu"", ""Let's Go Eevee""]","Grips its prey in its pincers and squeezes hard! It can’t move if it’s cold, so it lives in warm places."
0127,['Sword'],"These Pokémon judge one another based on pincers. Thicker, more impressive pincers make for more popularity with the opposite gender."
0127,['Shield'],This Pokémon clamps its pincers down on its prey and then either splits the prey in half or flings it away.
0127,"['Brilliant Diamond', 'Shining Pearl']","It grips prey with its pincers until the prey is torn apart. What it can’t tear, it tosses far away."
0128,"['Red', 'Blue']","When it targets an enemy, it charges furiously while whipping its body with its long tails."
0128,['Yellow'],"A rowdy POKéMON with a lot of stamina. Once running, it won’t stop until it hits something."
0128,['Gold'],They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns.
0128,['Silver'],"After heightening its will to fight by whipping itself with its three tails, it charges at full speed."
0128,['Crystal'],These violent POKéMON fight with other members of their herd in order to prove their strength.
0128,"['Ruby', 'Sapphire']","This POKéMON is not satisfied unless it is rampaging at all times. If there is no opponent for TAUROS to battle, it will charge at thick trees and knock them down to calm itself."
0128,['FireRed'],"When it is about to TACKLE, it whips its body repeatedly with its three long tails."
0128,['LeafGreen'],"When it targets an enemy, it charges furiously while whipping its body with its long tails."
0128,['Emerald'],"It is not satisfied unless it is rampaging at all times. If there is no opponent for TAUROS to battle, it will charge at thick trees and knock them down to calm itself."
0128,"['Diamond', 'Pearl', 'Platinum']","Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature."
0128,['HeartGold'],They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns.
0128,['SoulSilver'],"After heightening its will to fight by whipping itself with its three tails, it charges at full speed."
0128,"['Black', 'White', 'Black 2', 'White 2']","Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature."
0128,['X'],"After heightening its will to fight by whipping itself with its three tails, it charges at full speed."
0128,['Y'],"When it is about to tackle, it whips its body repeatedly with its three long tails."
0128,"['Omega Ruby', 'Alpha Sapphire']","This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself."
0128,['Sun'],"Historically, people in areas all over the world have ridden Tauros, but the practice is said to have started in Alola."
0128,['Moon'],"Although it’s known to be a fierce Pokémon, Tauros in the Alola region are said to possess a measure of calmness."
0128,['Ultra Sun'],"They live in groups. The one with the longest, thickest, and most-scarred horns is the boss of the herd."
0128,['Ultra Moon'],The climate seems to be related to the reason Tauros in Alola are a little calmer than those in other regions.
0128,"[""Let's Go Pikachu"", ""Let's Go Eevee""]","A rowdy Pokémon with a lot of stamina. Once running, it won’t stop until it hits something."
0128,['Sword'],"When Tauros begins whipping itself with its tails, it’s a warning that the Pokémon is about to charge with astounding speed."
0128,['Shield'],"The Tauros of the Galar region are volatile in nature, and they won’t allow people to ride on their backs."
0128,"['Brilliant Diamond', 'Shining Pearl']","Once it takes aim at its prey, it makes a headlong charge. It is famous for its violent nature."
0128,['Scarlet'],"When it targets an enemy, it charges furiously while whipping its body with its long tails."
0128,['Violet'],They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns.
0128,"['Red', 'Blue']","When it targets an enemy, it charges furiously while whipping its body with its long tails."
0128,['Yellow'],"A rowdy POKéMON with a lot of stamina. Once running, it won’t stop until it hits something."
0128,['Gold'],They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns.
0128,['Silver'],"After heightening its will to fight by whipping itself with its three tails, it charges at full speed."
0128,['Crystal'],These violent POKéMON fight with other members of their herd in order to prove their strength.
0128,"['Ruby', 'Sapphire']","This POKéMON is not satisfied unless it is rampaging at all times. If there is no opponent for TAUROS to battle, it will charge at thick trees and knock them down to calm itself."
0128,['FireRed'],"When it is about to TACKLE, it whips its body repeatedly with its three long tails."
0128,['LeafGreen'],"When it targets an enemy, it charges furiously while whipping its body with its long tails."
0128,['Emerald'],"It is not satisfied unless it is rampaging at all times. If there is no opponent for TAUROS to battle, it will charge at thick trees and knock them down to calm itself."
0128,"['Diamond', 'Pearl', 'Platinum']","Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature."
0128,['HeartGold'],They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns.
0128,['SoulSilver'],"After heightening its will to fight by whipping itself with its three tails, it charges at full speed."
0128,"['Black', 'White', 'Black 2', 'White 2']","Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature."
0128,['X'],"After heightening its will to fight by whipping itself with its three tails, it charges at full speed."
0128,['Y'],"When it is about to tackle, it whips its body repeatedly with its three long tails."
0128,"['Omega Ruby', 'Alpha Sapphire']","This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself."
0128,['Sun'],"Historically, people in areas all over the world have ridden Tauros, but the practice is said to have started in Alola."
0128,['Moon'],"Although it’s known to be a fierce Pokémon, Tauros in the Alola region are said to possess a measure of calmness."
0128,['Ultra Sun'],"They live in groups. The one with the longest, thickest, and most-scarred horns is the boss of the herd."
0128,['Ultra Moon'],The climate seems to be related to the reason Tauros in Alola are a little calmer than those in other regions.
0128,"[""Let's Go Pikachu"", ""Let's Go Eevee""]","A rowdy Pokémon with a lot of stamina. Once running, it won’t stop until it hits something."
0128,['Sword'],"When Tauros begins whipping itself with its tails, it’s a warning that the Pokémon is about to charge with astounding speed."
0128,['Shield'],"The Tauros of the Galar region are volatile in nature, and they won’t allow people to ride on their backs."
0128,"['Brilliant Diamond', 'Shining Pearl']","Once it takes aim at its prey, it makes a headlong charge. It is famous for its violent nature."
0128,['Scarlet'],"When it targets an enemy, it charges furiously while whipping its body with its long tails."
0128,['Violet'],They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns.
0128,"['Red', 'Blue']","When it targets an enemy, it charges furiously while whipping its body with its long tails."
0128,['Yellow'],"A rowdy POKéMON with a lot of stamina. Once running, it won’t stop until it hits something."
0128,['Gold'],They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns.
0128,['Silver'],"After heightening its will to fight by whipping itself with its three tails, it charges at full speed."
0128,['Crystal'],These violent POKéMON fight with other members of their herd in order to prove their strength.
0128,"['Ruby', 'Sapphire']","This POKéMON is not satisfied unless it is rampaging at all times. If there is no opponent for TAUROS to battle, it will charge at thick trees and knock them down to calm itself."
0128,['FireRed'],"When it is about to TACKLE, it whips its body repeatedly with its three long tails."
0128,['LeafGreen'],"When it targets an enemy, it charges furiously while whipping its body with its long tails."
0128,['Emerald'],"It is not satisfied unless it is rampaging at all times. If there is no opponent for TAUROS to battle, it will charge at thick trees and knock them down to calm itself."
0128,"['Diamond', 'Pearl', 'Platinum']","Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature."
0128,['HeartGold'],They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns.
0128,['SoulSilver'],"After heightening its will to fight by whipping itself with its three tails, it charges at full speed."
0128,"['Black', 'White', 'Black 2', 'White 2']","Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature."
0128,['X'],"After heightening its will to fight by whipping itself with its three tails, it charges at full speed."
0128,['Y'],"When it is about to tackle, it whips its body repeatedly with its three long tails."
0128,"['Omega Ruby', 'Alpha Sapphire']","This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself."
0128,['Sun'],"Historically, people in areas all over the world have ridden Tauros, but the practice is said to have started in Alola."
0128,['Moon'],"Although it’s known to be a fierce Pokémon, Tauros in the Alola region are said to possess a measure of calmness."
0128,['Ultra Sun'],"They live in groups. The one with the longest, thickest, and most-scarred horns is the boss of the herd."
0128,['Ultra Moon'],The climate seems to be related to the reason Tauros in Alola are a little calmer than those in other regions.
0128,"[""Let's Go Pikachu"", ""Let's Go Eevee""]","A rowdy Pokémon with a lot of stamina. Once running, it won’t stop until it hits something."
0128,['Sword'],"When Tauros begins whipping itself with its tails, it’s a warning that the Pokémon is about to charge with astounding speed."
0128,['Shield'],"The Tauros of the Galar region are volatile in nature, and they won’t allow people to ride on their backs."
0128,"['Brilliant Diamond', 'Shining Pearl']","Once it takes aim at its prey, it makes a headlong charge. It is famous for its violent nature."
0128,['Scarlet'],"When it targets an enemy, it charges furiously while whipping its body with its long tails."
0128,['Violet'],They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns.
0128,"['Red', 'Blue']","When it targets an enemy, it charges furiously while whipping its body with its long tails."
0128,['Yellow'],"A rowdy POKéMON with a lot of stamina. Once running, it won’t stop until it hits something."
0128,['Gold'],They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns.
0128,['Silver'],"After heightening its will to fight by whipping itself with its three tails, it charges at full speed."
0128,['Crystal'],These violent POKéMON fight with other members of their herd in order to prove their strength.
0128,"['Ruby', 'Sapphire']","This POKéMON is not satisfied unless it is rampaging at all times. If there is no opponent for TAUROS to battle, it will charge at thick trees and knock them down to calm itself."
0128,['FireRed'],"When it is about to TACKLE, it whips its body repeatedly with its three long tails."
0128,['LeafGreen'],"When it targets an enemy, it charges furiously while whipping its body with its long tails."
0128,['Emerald'],"It is not satisfied unless it is rampaging at all times. If there is no opponent for TAUROS to battle, it will charge at thick trees and knock them down to calm itself."
0128,"['Diamond', 'Pearl', 'Platinum']","Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature."
0128,['HeartGold'],They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns.
0128,['SoulSilver'],"After heightening its will to fight by whipping itself with its three tails, it charges at full speed."
0128,"['Black', 'White', 'Black 2', 'White 2']","Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature."
0128,['X'],"After heightening its will to fight by whipping itself with its three tails, it charges at full speed."
0128,['Y'],"When it is about to tackle, it whips its body repeatedly with its three long tails."
0128,"['Omega Ruby', 'Alpha Sapphire']","This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself."
0128,['Sun'],"Historically, people in areas all over the world have ridden Tauros, but the practice is said to have started in Alola."
0128,['Moon'],"Although it’s known to be a fierce Pokémon, Tauros in the Alola region are said to possess a measure of calmness."
0128,['Ultra Sun'],"They live in groups. The one with the longest, thickest, and most-scarred horns is the boss of the herd."
0128,['Ultra Moon'],The climate seems to be related to the reason Tauros in Alola are a little calmer than those in other regions.
0128,"[""Let's Go Pikachu"", ""Let's Go Eevee""]","A rowdy Pokémon with a lot of stamina. Once running, it won’t stop until it hits something."
0128,['Sword'],"When Tauros begins whipping itself with its tails, it’s a warning that the Pokémon is about to charge with astounding speed."
0128,['Shield'],"The Tauros of the Galar region are volatile in nature, and they won’t allow people to ride on their backs."
0128,"['Brilliant Diamond', 'Shining Pearl']","Once it takes aim at its prey, it makes a headlong charge. It is famous for its violent nature."
0128,['Scarlet'],"When it targets an enemy, it charges furiously while whipping its body with its long tails."
0128,['Violet'],They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns.
0129,"['Red', 'Blue']","In the distant past, it was somewhat stronger than the horribly weak descendants that exist today."
0129,['Yellow'],"Famous for being very unreliable. It can be found swimming in seas, lakes, rivers and shallow puddles."
0129,['Gold'],"An underpowered, pathetic POKéMON. It may jump high on rare occasions, but never more than seven feet."
0129,['Silver'],"For no reason, it jumps and splashes about, making it easy for predators like PIDGEOTTO to catch it mid-jump."
0129,['Crystal'],This weak and pathetic POKéMON gets easily pushed along rivers when there are strong currents.
0129,['Ruby'],MAGIKARP is a pathetic excuse for a POKéMON that is only capable of flopping and splashing. This behavior prompted scientists to undertake research into it.
0129,['Sapphire'],"MAGIKARP is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy POKéMON that can survive in any body of water no matter how polluted it is."
0129,['FireRed'],It is virtually worthless in terms of both power and speed. It is the most weak and pathetic POKéMON in the world.
0129,['LeafGreen'],"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today."
0129,['Emerald'],"Its swimming muscles are weak, so it is easily washed away by currents. In places where water pools, you can see many MAGIKARP deposited there by the flow."
0129,['Diamond'],It is said to be the world’s weakest Pokémon. No one knows why it has managed to survive.
0129,['Pearl'],It is unable to swim against even slow-moving currents. It always splashes about for some reason.
0129,['Platinum'],"A MAGIKARP living for many years can leap a mountain using Splash. The move remains useless, though."
0129,['HeartGold'],"An underpowered, pathetic Pokémon. It may jump high on rare occasions, but usually not more than seven feet."
0129,['SoulSilver'],"For no reason, it jumps and splashes about, making it easy for predators like PIDGEOTTO to catch it mid-jump."
0129,"['Black', 'White', 'Black 2', 'White 2']","A Magikarp living for many years can leap a mountain using Splash. The move remains useless, though."
0129,['X'],It is virtually worthless in terms of both power and speed. It is the most weak and pathetic Pokémon in the world.
0129,['Y'],"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today."
0129,['Omega Ruby'],Magikarp is a pathetic excuse for a Pokémon that is only capable of flopping and splashing. This behavior prompted scientists to undertake research into it.
0129,['Alpha Sapphire'],"Magikarp is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy Pokémon that can survive in any body of water no matter how polluted it is."
0129,['Sun'],"Although weak and helpless, this Pokémon is incredibly fertile. They exist in such multitudes, you’ll soon grow tired of seeing them."
0129,['Moon'],"Its reckless leaps make it easy pickings for predators. On the bright side, many Pokémon enjoy longer life spans, thanks to Magikarp."
0129,['Ultra Sun'],"In the distant past, they were fairly strong, but they have become gradually weaker over time."
0129,['Ultra Moon'],"Thanks to their strong hold on life, dirty water doesn’t bother them at all. They live in waters all over the world!"
0129,"[""Let's Go Pikachu"", ""Let's Go Eevee""]","Famous for being very unreliable. It can be found swimming in seas, lakes, rivers and shallow puddles."
0129,['Sword'],It is virtually worthless in terms of both power and speed. It is the most weak and pathetic Pokémon in the world.
0129,['Shield'],This weak and pathetic Pokémon gets easily pushed along rivers when there are strong currents.
0129,['Brilliant Diamond'],It is said to be the world’s weakest Pokémon. No one knows why it has managed to survive.
0129,['Shining Pearl'],It is unable to swim against even slow-moving currents. It always splashes about for some reason.
0129,['Legends: Arceus'],"A feeble, pitiful imbecile of a Pokémon that is nonetheless very hardy. Unperturbed by turbid water, it can be found living in all sorts of places."
0129,['Scarlet'],"An underpowered, pathetic Pokémon. It may jump high on rare occasions but never more than seven feet."
0129,['Violet'],"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today."
0130,"['Red', 'Blue']","Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage."
0130,['Yellow'],Brutally vicious and enormously destructive. Known for totally destroying cities in ancient times.
0130,['Gold'],"They say that during past wars, GYARADOS would appear and leave blazing ruins in its wake."
0130,['Silver'],"Once it appears, it goes on a rampage. It remains enraged until it demolishes everything around it."
0130,['Crystal'],"It appears whenever there is world conflict, burning down any place it travels through."
0130,['Ruby'],"When MAGIKARP evolves into GYARADOS, its brain cells undergo a structural transformation. It is said that this transformation is to blame for this POKéMON’s wildly violent nature."
0130,['Sapphire'],"Once GYARADOS goes on a rampage, its ferociously violent blood doesn’t calm until it has burned everything down. There are records of this POKéMON’s rampages lasting a whole month."
0130,['FireRed'],It has an extremely aggressive nature. The HYPER BEAM it shoots from its mouth totally incinerates all targets.
0130,['LeafGreen'],"Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage."
0130,['Emerald'],"It is an extremely vicious and violent POKéMON. When humans begin to fight, it will appear and burn everything to the ground with intensely hot flames."
0130,['Diamond'],"Once it appears, its rage never settles until it has razed the fields and mountains around it."
0130,['Pearl'],"In ancient literature, there is a record of a GYARADOS that razed a village when violence flared."
0130,['Platinum'],"Once it begins to rampage, a GYARADOS will burn everything down, even in a harsh storm."
0130,['HeartGold'],"They say that during past strife, GYARADOS would appear and leave blazing ruins in its wake."
0130,['SoulSilver'],"Once it appears, it goes on a rampage. It remains enraged until it demolishes everything around it."
0130,"['Black', 'White', 'Black 2', 'White 2']","Once it begins to rampage, a Gyarados will burn everything down, even in a harsh storm."
0130,['X'],"In ancient literature, there is a record of a Gyarados that razed a village when violence flared."
0130,['Y'],"Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage."
0130,['Omega Ruby'],"When Magikarp evolves into Gyarados, its brain cells undergo a structural transformation. It is said that this transformation is to blame for this Pokémon’s wildly violent nature."
0130,['Alpha Sapphire'],"Once Gyarados goes on a rampage, its ferociously violent blood doesn’t calm until it has burned everything down. There are records of this Pokémon’s rampages lasting a whole month."
0130,['Sun'],"A tale is told of a town that angered Gyarados. Before the sun rose the next day, flames utterly consumed the town, leaving not a trace behind."
0130,['Moon'],There are people who swear that any place Gyarados appears is fated for destruction.
0130,['Ultra Sun'],"It fires hyper beams in all directions, burning the surrounding area to ash. There are some regions where it’s called “the deity of destruction.”"
0130,['Ultra Moon'],"The energy from evolution stimulated its brain cells strongly, causing it to become very ferocious."
0130,"[""Let's Go Pikachu"", ""Let's Go Eevee""]",Brutally vicious and enormously destructive. Known for totally destroying cities in ancient times.
0130,['Sword'],It has an extremely aggressive nature. The Hyper Beam it shoots from its mouth totally incinerates all targets.
0130,['Shield'],"Once it begins to rampage, a Gyarados will burn everything down, even in a harsh storm."
0130,['Brilliant Diamond'],"Once Gyarados appears, its rage never settles until the Pokémon has razed the fields and mountains around it."
0130,['Shining Pearl'],"In ancient literature, there is a record of a Gyarados that razed a village when violence flared."
0130,['Legends: Arceus'],"I suspect this Pokémon to be the true identity of a dragon written of in ancient texts, which claimed that it razed an entire village with white-hot beams from its maw."
0130,['Scarlet'],"Once it appears, it goes on a rampage. It remains enraged until it demolishes everything around it."
