pokedex_id,game,location
0127,"['Let\'s Go Pikachu!']",Trade/migrate from another game
0127,"['Let\'s Go Eevee!']","Route 14, 15"
0127,['Sword'],Training Lowlands
0127,"['Shield', 'Brilliant Diamond']",Trade/migrate from another game
0127,['Shining Pearl'],"Route 229, Grassland Cave, Riverbank Cave, Still-Water Cavern, Sunlit Cavern, Big Bluff Cavern"
0127,['Legends: Arceus'],Not available in this game
0127,"['Scarlet', 'Violet']",Location data not yet available
0127,['Red'],Trade/migrate from another game
0127,"['Blue', 'Yellow']","Celadon City, Safari Zone"
0127,"['Gold', 'Silver', 'Crystal']",National Park
0127,"['Ruby', 'Sapphire']",Safari Zone
0127,['FireRed'],Trade/migrate from another game
0127,['LeafGreen'],"Celadon City, Safari Zone"
0127,['Emerald'],Safari Zone
0127,['Diamond'],Trade/migrate from another game
0127,"['Pearl', 'Platinum']",Route 229
0127,"['HeartGold', 'SoulSilver']",National Park
0127,"['Black', 'White']",Route 12
0127,['Black 2'],Trade/migrate from another game
0127,['White 2'],"Route 12, Lostlorn Forest"
0127,['X'],Route 12
0127,['Y'],Trade/migrate from another game
0127,"['Omega Ruby', 'Alpha Sapphire']",Safari Zone
0127,"['Sun', 'Moon']","Lush Jungle, Poni Grove, Poké Pelago"
0127,"['Ultra Sun', 'Ultra Moon']","Lush Jungle, Poni Grove, Exeggutor Island, Poké Pelago"
0127,"['Let\'s Go Pikachu!']",Trade/migrate from another game
0127,"['Let\'s Go Eevee!']","Route 14, 15"
0127,['Sword'],Training Lowlands
0127,"['Shield', 'Brilliant Diamond']",Trade/migrate from another game
0127,['Shining Pearl'],"Route 229, Grassland Cave, Riverbank Cave, Still-Water Cavern, Sunlit Cavern, Big Bluff Cavern"
0127,['Legends: Arceus'],Not available in this game
0127,"['Scarlet', 'Violet']",Location data not yet available
0128,"['Red', 'Blue', 'Yellow']",Safari Zone
0128,"['Gold', 'Silver', 'Crystal']","Route 38, 39"
0128,"['Ruby', 'Sapphire']",Trade/migrate from another game
0128,"['FireRed', 'LeafGreen']",Safari Zone
0128,['Emerald'],Trade/migrate from another game
0128,"['Diamond', 'Pearl']","Route 209, 210"
0128,['Platinum'],Route 210
0128,"['HeartGold', 'SoulSilver']","Route 38, 39, 48"
0128,"['Black', 'White', 'Black 2', 'White 2']",Trade/migrate from another game
0128,"['X', 'Y']",Route 12
0128,"['Omega Ruby', 'Alpha Sapphire']",Trade/migrate from another game
0128,"['Sun', 'Moon']","Paniola Ranch, Poni Plains"
0128,"['Ultra Sun', 'Ultra Moon']","Paniola Ranch, Poni Plains, Poni Gauntlet"
0128,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']","Route 14, 15"
0128,"['Sword', 'Shield']",Training Lowlands
0128,"['Brilliant Diamond', 'Shining Pearl']","Route 209, 210, Spacious Cave, Grassland Cave, Fountainspring Cave, Rocky Cave, Whiteout Cave, Icy Cave, Riverbank Cave, Still-Water Cavern, Sunlit Cavern, Big Bluff Cavern, Glacial Cavern"
0128,['Legends: Arceus'],Not available in this game
0128,"['Scarlet', 'Violet']","East Province (Area One), East Province (Area Two), West Province (Area Two)"
0128,"['Red', 'Blue', 'Yellow']",Safari Zone
0128,"['Gold', 'Silver', 'Crystal']","Route 38, 39"
0128,"['Ruby', 'Sapphire']",Trade/migrate from another game
0128,"['FireRed', 'LeafGreen']",Safari Zone
0128,['Emerald'],Trade/migrate from another game
0128,"['Diamond', 'Pearl']","Route 209, 210"
0128,['Platinum'],Route 210
0128,"['HeartGold', 'SoulSilver']","Route 38, 39, 48"
0128,"['Black', 'White', 'Black 2', 'White 2']",Trade/migrate from another game
0128,"['X', 'Y']",Route 12
0128,"['Omega Ruby', 'Alpha Sapphire']",Trade/migrate from another game
0128,"['Sun', 'Moon']","Paniola Ranch, Poni Plains"
0128,"['Ultra Sun', 'Ultra Moon']","Paniola Ranch, Poni Plains, Poni Gauntlet"
0128,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']","Route 14, 15"
0128,"['Sword', 'Shield']",Training Lowlands
0128,"['Brilliant Diamond', 'Shining Pearl']","Route 209, 210, Spacious Cave, Grassland Cave, Fountainspring Cave, Rocky Cave, Whiteout Cave, Icy Cave, Riverbank Cave, Still-Water Cavern, Sunlit Cavern, Big Bluff Cavern, Glacial Cavern"
0128,['Legends: Arceus'],Not available in this game
0128,"['Scarlet', 'Violet']","East Province (Area One), East Province (Area Two), West Province (Area Two)"
0128,"['Red', 'Blue', 'Yellow']",Safari Zone
0128,"['Gold', 'Silver', 'Crystal']","Route 38, 39"
0128,"['Ruby', 'Sapphire']",Trade/migrate from another game
0128,"['FireRed', 'LeafGreen']",Safari Zone
0128,['Emerald'],Trade/migrate from another game
0128,"['Diamond', 'Pearl']","Route 209, 210"
0128,['Platinum'],Route 210
0128,"['HeartGold', 'SoulSilver']","Route 38, 39, 48"
0128,"['Black', 'White', 'Black 2', 'White 2']",Trade/migrate from another game
0128,"['X', 'Y']",Route 12
0128,"['Omega Ruby', 'Alpha Sapphire']",Trade/migrate from another game
0128,"['Sun', 'Moon']","Paniola Ranch, Poni Plains"
0128,"['Ultra Sun', 'Ultra Moon']","Paniola Ranch, Poni Plains, Poni Gauntlet"
0128,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']","Route 14, 15"
0128,"['Sword', 'Shield']",Training Lowlands
0128,"['Brilliant Diamond', 'Shining Pearl']","Route 209, 210, Spacious Cave, Grassland Cave, Fountainspring Cave, Rocky Cave, Whiteout Cave, Icy Cave, Riverbank Cave, Still-Water Cavern, Sunlit Cavern, Big Bluff Cavern, Glacial Cavern"
0128,['Legends: Arceus'],Not available in this game
0128,"['Scarlet', 'Violet']","East Province (Area One), East Province (Area Two), West Province (Area Two)"
0128,"['Red', 'Blue', 'Yellow']",Safari Zone
0128,"['Gold', 'Silver', 'Crystal']","Route 38, 39"
0128,"['Ruby', 'Sapphire']",Trade/migrate from another game
0128,"['FireRed', 'LeafGreen']",Safari Zone
0128,['Emerald'],Trade/migrate from another game
0128,"['Diamond', 'Pearl']","Route 209, 210"
0128,['Platinum'],Route 210
0128,"['HeartGold', 'SoulSilver']","Route 38, 39, 48"
0128,"['Black', 'White', 'Black 2', 'White 2']",Trade/migrate from another game
0128,"['X', 'Y']",Route 12
0128,"['Omega Ruby', 'Alpha Sapphire']",Trade/migrate from another game
0128,"['Sun', 'Moon']","Paniola Ranch, Poni Plains"
0128,"['Ultra Sun', 'Ultra Moon']","Paniola Ranch, Poni Plains, Poni Gauntlet"
0128,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']","Route 14, 15"
0128,"['Sword', 'Shield']",Training Lowlands
0128,"['Brilliant Diamond', 'Shining Pearl']","Route 209, 210, Spacious Cave, Grassland Cave, Fountainspring Cave, Rocky Cave, Whiteout Cave, Icy Cave, Riverbank Cave, Still-Water Cavern, Sunlit Cavern, Big Bluff Cavern, Glacial Cavern"
0128,['Legends: Arceus'],Not available in this game
0128,"['Scarlet', 'Violet']","East Province (Area One), East Province (Area Two), West Province (Area Two)"
0129,"['Red', 'Blue', 'Yellow']","Route 4, 6, 10, 11, 12, 13, 17, 18, 19, 20, 21, 22, 23, 24, 25, Celadon City, Cerulean Cave, Fuchsia City, Pallet Town, Seafoam Islands, Vermilion City, Viridian City, Safari Zone"
0129,"['Gold', 'Silver', 'Crystal']","Route 6, 9, 10, 12, 13, 19, 20, 21, 22, 24, 25, 26, 27, 28, 30, 31, 32, 34, 35, 40, 41, 42, 43, 44, 45, Blackthorn City, Cerulean City, Cherrygrove City, Cianwood City, Cinnabar Island, Dark Cave, Dragon's Den, Ecruteak City, Fuchsia City, Ilex Forest, Lake of Rage, Mt. Mortar, Mt. Silver, New Bark Town, Olivine City, Pallet Town, Ruins of Alph, Slowpoke Well, Union Cave, Vermilion City, Violet City, Viridian City, Whirl Islands"
0129,"['Ruby', 'Sapphire']","Route 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 114, 115, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, Abandoned Ship, Dewford Town, Ever Grande City, Meteor Falls, Mossdeep City, Pacifidlog Town, Petalburg City, Safari Zone, Seafloor Cavern, Shoal Cave, Slateport City, Sootopolis City, Lilycove City, Victory Road"
0129,"['FireRed', 'LeafGreen']","Route 4, 6, 10, 11, 12, 13, 19, 20, 21, 22, 23, 24, 25, Berry Forest, Bond Bridge, Cape Brink, Celadon City, Cerulean Cave, Cerulean City, Cinnabar Island, Five Island, Five Isle Meadow, Four Island, Fuchsia City, Green Path, Icefall Cave, Kindle Road, Memorial Pillar, One Island, Outcast Island, Pallet Town, Resort Gorgeous, Ruin Valley, Seafoam Islands, Tanoby Ruins, Trainer Tower, Treasure Beach, Vermilion City, Viridian City, Water Labyrinth, Water Path, Safari Zone"
0129,['Emerald'],"Route 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 114, 115, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, Abandoned Ship, Dewford Town, Ever Grande City, Meteor Falls, Mossdeep City, Pacifidlog Town, Petalburg City, Safari Zone, Seafloor Cavern, Shoal Cave, Slateport City, Sootopolis City, Lilycove City, Victory Road"
0129,"['Diamond', 'Pearl']","Route 203, 204, 205, 208, 209, 210, 212, 213, 214, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, Canalave City, Celestic Town, Eterna City, Fuego Ironworks, Great Marsh, Iron Island, Lake Acuity, Lake Valor, Lake Verity, Mt. Coronet, Oreburgh Gate, Pastoria City, Pokémon League, Ravaged Path, Resort Area, Sendoff Spring, Sunyshore City, Twinleaf Town, Valley Windworks, Victory Road"
0129,['Platinum'],"Route 202, 203, 204, 205, 208, 209, 210, 212, 213, 214, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, Canalave City, Celestic Town, Eterna City, Fuego Ironworks, Great Marsh, Iron Island, Lake Acuity, Lake Valor, Lake Verity, Mt. Coronet, Oreburgh Gate, Pastoria City, Pokémon League, Ravaged Path, Resort Area, Sendoff Spring, Sunyshore City, Twinleaf Town, Valley Windworks, Victory Road"
0129,"['HeartGold', 'SoulSilver']","Route 6, 9, 10, 12, 13, 20, 21, 22, 24, 25, 26, 27, 28, 30, 31, 32, 35, 41, 42, 43, 44, 45, 47, Blackthorn City, Cerulean Cave, Cerulean City, Cinnabar Island, Cliff Edge Gate, Dark Cave, Dragon's Den, Ecruteak City, Fuchsia City, Ilex Forest, Lake of Rage, Mt. Moon, Mt. Mortar, Mt. Silver, New Bark Town, Pallet Town, Ruins of Alph, Seafoam Islands, Slowpoke Well, Tohjo Falls, Union Cave, Vermilion City, Violet City, Viridian City, Whirl Islands"
0129,"['Black', 'White']",Marvelous Bridge
0129,"['Black 2', 'White 2']","Nature Sanctuary, Nature Preserve"
0129,"['X', 'Y']","Route 3, 22, Camphrier Town, Parfum Palace, Cyllage City, Ambrette Town, Geosenge Town, Coumarine City, Couriway Town"
0129,"['Omega Ruby', 'Alpha Sapphire']","Route 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 114, 115, 117, 118, 119, 120, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, Dewford Town, Ever Grande City, Meteor Falls, Mossdeep City, Pacifidlog Town, Petalburg City, Safari Zone, Scorched Slab, Seafloor Cavern, Sealed Chamber, Shoal Cave, Slateport City, Sootopolis City, Lilycove City, Victory Road, Battle Resort, Sea Mauville, Team Magma/Aqua Hideout"
0129,"['Sun', 'Moon']","Route 7, 8, 9, 13, 14, 15, Melemele Sea, Kala'e Bay, Seaward Cave, Paniola Town, Brooklet Hill, Secluded Shore, Tapu Village, Malie Garden, Poni Wilds, Poni Breaker Coast, Poni Gauntlet, Seafolk Village, Poni Meadow, Vast Poni Canyon"
0129,"['Ultra Sun', 'Ultra Moon']","Route 7, 8, 9, 13, 14, 15, Melemele Sea, Kala'e Bay, Hau'oli City, Seaward Cave, Paniola Town, Akala Outskirts, Brooklet Hill, Tapu Village, Malie Garden, Ancient Poni Path, Poni Breaker Coast, Poni Gauntlet, Seafolk Village, Poni Meadow, Vast Poni Canyon"
0129,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']","Route 4, 6, 10, 11, 12, 13, 18, 19, 20, 21, 22, 23, 24, 25, Cerulean Cave, Seafoam Islands"
0129,"['Sword', 'Shield']","Route 2, 4, 5, 6, South Lake Miloch, East Lake Axewell, Slumbering Weald, Motostoke, Axew's Eye, Bridge Field, West Lake Axewell, North Lake Miloch, Challenge Beach, Courageous Cavern, Fields of Honor, Forest of Focus, Honeycalm Island, Honeycalm Sea, Insular Sea, Loop Lagoon, Soothing Wetlands, Stepping-Stone Sea, Training Lowlands, Workout Sea, Giant's Bed, Snowslide Slope, Giant's Foot, Roaring-Sea Caves, Frigid Sea, Ballimere Lake"
0129,"['Brilliant Diamond', 'Shining Pearl']","Route 203, 204, 205, 208, 209, 210, 212, 213, 214, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, Canalave City, Celestic Town, Eterna City, Fuego Ironworks, Great Marsh, Iron Island, Lake Acuity, Lake Valor, Lake Verity, Mt. Coronet, Oreburgh Gate, Pastoria City, Pokémon League, Ravaged Path, Resort Area, Sendoff Spring, Sunyshore City, Twinleaf Town, Valley Windworks, Victory Road"
0129,['Legends: Arceus'],"Obsidian Falls, Lake Verity, Fabled Spring"
0129,"['Scarlet', 'Violet']","Tagtree Thicket, Asado Desert, Casseroya Lake, North Province (Area One), North Province (Area Two), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Two), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), West Province (Area Three), Glaseado Mountain, North Paldean Sea, East Paldean Sea, South Paldean Sea, West Paldean Sea"
0130,"['Red', 'Blue']",Evolve Magikarp
0130,['Yellow'],Fuchsia City
0130,"['Gold', 'Silver', 'Crystal']","Fuchsia City, Lake of Rage"
0130,"['Ruby', 'Sapphire']",Sootopolis City
0130,"['FireRed', 'LeafGreen']","Route 4, 6, 10, 11, 12, 13, 19, 20, 21, 22, 23, 24, 25, Berry Forest, Bond Bridge, Cape Brink, Cerulean Cave, Cerulean City, Cinnabar Island, Five Island, Five Isle Meadow, Four Island, Fuchsia City, Green Path, Icefall Cave, Kindle Road, Memorial Pillar, One Island, Outcast Island, Pallet Town, Resort Gorgeous, Ruin Valley, Seafoam Islands, Tanoby Ruins, Trainer Tower, Treasure Beach, Vermilion City, Viridian City, Water Labyrinth, Water Path"
0130,['Emerald'],Sootopolis City
0130,"['Diamond', 'Pearl']","Route 203, 204, 205, 208, 209, 210, 212, 213, 214, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, Canalave City, Celestic Town, Eterna City, Fuego Ironworks, Great Marsh, Iron Island, Lake Acuity, Lake Valor, Lake Verity, Mt. Coronet, Oreburgh Gate, Pastoria City, Pokémon League, Ravaged Path, Resort Area, Sendoff Spring, Sunyshore City, Twinleaf Town, Valley Windworks, Victory Road"
0130,['Platinum'],"Route 202, 203, 204, 205, 208, 209, 210, 212, 213, 214, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, Canalave City, Celestic Town, Eterna City, Fuego Ironworks, Great Marsh, Iron Island, Lake Acuity, Lake Valor, Lake Verity, Mt. Coronet, Oreburgh Gate, Pastoria City, Pokémon League, Ravaged Path, Sendoff Spring, Sunyshore City, Twinleaf Town, Valley Windworks, Victory Road"
0130,"['HeartGold', 'SoulSilver']","Cerulean Cave, Fuchsia City, Lake of Rage, Mt. Silver, Seafoam Islands"
0130,"['Black', 'White']",Evolve Magikarp
0130,"['Black 2', 'White 2']","Nature Sanctuary, Nature Preserve"
0130,"['X', 'Y']","Route 3, 22, Parfum Palace"
0130,"['Omega Ruby', 'Alpha Sapphire']",Sootopolis City
0130,"['Sun', 'Moon']","Route 7, 8, 9, 13, 14, 15, Melemele Sea, Kala'e Bay, Seaward Cave, Paniola Town, Brooklet Hill, Secluded Shore, Tapu Village, Malie Garden, Poni Wilds, Poni Breaker Coast, Poni Gauntlet, Seafolk Village, Poni Meadow, Vast Poni Canyon"
0130,"['Ultra Sun', 'Ultra Moon']","Route 7, 8, 9, 13, 14, 15, Melemele Sea, Kala'e Bay, Hau'oli City, Seaward Cave, Paniola Town, Akala Outskirts, Brooklet Hill, Tapu Village, Malie Garden, Ancient Poni Path, Poni Breaker Coast, Poni Gauntlet, Seafolk Village, Poni Meadow, Vast Poni Canyon"
0130,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']",Route 20
0130,"['Sword', 'Shield']","Route 2, Axew's Eye, Bridge Field, Dusty Bowl, Giant's Cap, Giant's Mirror, Giant's Seat, Lake of Outrage, Honeycalm Island, Honeycalm Sea, Insular Sea, Stepping-Stone Sea, Workout Sea, Giant's Bed, Snowslide Slope, Giant's Foot, Frigid Sea"
0130,"['Brilliant Diamond', 'Shining Pearl']","Route 203, 204, 205, 208, 209, 210, 212, 213, 214, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, Canalave City, Celestic Town, Eterna City, Fuego Ironworks, Great Marsh, Iron Island, Lake Acuity, Lake Valor, Lake Verity, Mt. Coronet, Oreburgh Gate, Pastoria City, Pokémon League, Ravaged Path, Resort Area, Sendoff Spring, Sunyshore City, Twinleaf Town, Valley Windworks, Victory Road"
0130,['Legends: Arceus'],"Obsidian Falls, Lake Verity, Primeval Grotto, Sand's Reach"
0130,"['Scarlet', 'Violet']","Casseroya Lake, North Province (Area One), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), Glaseado Mountain, North Paldean Sea, East Paldean Sea, South Paldean Sea, West Paldean Sea"
0130,"['Red', 'Blue']",Evolve Magikarp
0130,['Yellow'],Fuchsia City
0130,"['Gold', 'Silver', 'Crystal']","Fuchsia City, Lake of Rage"
0130,"['Ruby', 'Sapphire']",Sootopolis City
0130,"['FireRed', 'LeafGreen']","Route 4, 6, 10, 11, 12, 13, 19, 20, 21, 22, 23, 24, 25, Berry Forest, Bond Bridge, Cape Brink, Cerulean Cave, Cerulean City, Cinnabar Island, Five Island, Five Isle Meadow, Four Island, Fuchsia City, Green Path, Icefall Cave, Kindle Road, Memorial Pillar, One Island, Outcast Island, Pallet Town, Resort Gorgeous, Ruin Valley, Seafoam Islands, Tanoby Ruins, Trainer Tower, Treasure Beach, Vermilion City, Viridian City, Water Labyrinth, Water Path"
0130,['Emerald'],Sootopolis City
0130,"['Diamond', 'Pearl']","Route 203, 204, 205, 208, 209, 210, 212, 213, 214, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, Canalave City, Celestic Town, Eterna City, Fuego Ironworks, Great Marsh, Iron Island, Lake Acuity, Lake Valor, Lake Verity, Mt. Coronet, Oreburgh Gate, Pastoria City, Pokémon League, Ravaged Path, Resort Area, Sendoff Spring, Sunyshore City, Twinleaf Town, Valley Windworks, Victory Road"
0130,['Platinum'],"Route 202, 203, 204, 205, 208, 209, 210, 212, 213, 214, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, Canalave City, Celestic Town, Eterna City, Fuego Ironworks, Great Marsh, Iron Island, Lake Acuity, Lake Valor, Lake Verity, Mt. Coronet, Oreburgh Gate, Pastoria City, Pokémon League, Ravaged Path, Sendoff Spring, Sunyshore City, Twinleaf Town, Valley Windworks, Victory Road"
0130,"['HeartGold', 'SoulSilver']","Cerulean Cave, Fuchsia City, Lake of Rage, Mt. Silver, Seafoam Islands"
0130,"['Black', 'White']",Evolve Magikarp
0130,"['Black 2', 'White 2']","Nature Sanctuary, Nature Preserve"
0130,"['X', 'Y']","Route 3, 22, Parfum Palace"
0130,"['Omega Ruby', 'Alpha Sapphire']",Sootopolis City
0130,"['Sun', 'Moon']","Route 7, 8, 9, 13, 14, 15, Melemele Sea, Kala'e Bay, Seaward Cave, Paniola Town, Brooklet Hill, Secluded Shore, Tapu Village, Malie Garden, Poni Wilds, Poni Breaker Coast, Poni Gauntlet, Seafolk Village, Poni Meadow, Vast Poni Canyon"
0130,"['Ultra Sun', 'Ultra Moon']","Route 7, 8, 9, 13, 14, 15, Melemele Sea, Kala'e Bay, Hau'oli City, Seaward Cave, Paniola Town, Akala Outskirts, Brooklet Hill, Tapu Village, Malie Garden, Ancient Poni Path, Poni Breaker Coast, Poni Gauntlet, Seafolk Village, Poni Meadow, Vast Poni Canyon"
0130,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']",Route 20
0130,"['Sword', 'Shield']","Route 2, Axew's Eye, Bridge Field, Dusty Bowl, Giant's Cap, Giant's Mirror, Giant's Seat, Lake of Outrage, Honeycalm Island, Honeycalm Sea, Insular Sea, Stepping-Stone Sea, Workout Sea, Giant's Bed, Snowslide Slope, Giant's Foot, Frigid Sea"
0130,"['Brilliant Diamond', 'Shining Pearl']","Route 203, 204, 205, 208, 209, 210, 212, 213, 214, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, Canalave City, Celestic Town, Eterna City, Fuego Ironworks, Great Marsh, Iron Island, Lake Acuity, Lake Valor, Lake Verity, Mt. Coronet, Oreburgh Gate, Pastoria City, Pokémon League, Ravaged Path, Resort Area, Sendoff Spring, Sunyshore City, Twinleaf Town, Valley Windworks, Victory Road"
0130,['Legends: Arceus'],"Obsidian Falls, Lake Verity, Primeval Grotto, Sand's Reach"
0130,"['Scarlet', 'Violet']","Casseroya Lake, North Province (Area One), North Province (Area Three), East Province (Area One), East Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area One), West Province (Area Two), Glaseado Mountain, North Paldean Sea, East Paldean Sea, South Paldean Sea, West Paldean Sea"
0131,"['Red', 'Blue', 'Yellow']",Silph Co.
0131,"['Gold', 'Silver', 'Crystal']",Union Cave
0131,"['Ruby', 'Sapphire']",Trade/migrate from another game
0131,"['FireRed', 'LeafGreen']","Icefall Cave, Silph Co."
0131,['Emerald'],Trade/migrate from another game
0131,"['Diamond', 'Pearl', 'Platinum']",Victory Road
0131,"['HeartGold', 'SoulSilver']",Union Cave
0131,"['Black', 'White', 'Black 2', 'White 2']",Village Bridge
0131,"['X', 'Y']","Route 12, Azure Bay"
0131,"['Omega Ruby', 'Alpha Sapphire']",Trade/migrate from another game
0131,"['Sun', 'Moon']","Poni Wilds, Poké Pelago"
0131,"['Ultra Sun', 'Ultra Moon']","Ancient Poni Path, Poni Breaker Coast, Poké Pelago"
0131,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']","Route 19, 20, Saffron City"
0131,"['Sword', 'Shield']","Route 9, Frigid Sea"
0131,"['Brilliant Diamond', 'Shining Pearl']",Victory Road
0131,['Legends: Arceus'],Not available in this game
0131,"['Scarlet', 'Violet']",Location data not yet available
0132,"['Red', 'Blue']","Route 13, 14, 15, 23, Cerulean Cave"
0132,['Yellow'],"Cerulean Cave, Pokémon Mansion"
0132,"['Gold', 'Silver', 'Crystal']","Route 34, 35"
0132,"['Ruby', 'Sapphire']",Trade/migrate from another game
0132,"['FireRed', 'LeafGreen']","Route 13, 14, 15, Cerulean Cave, Pokémon Mansion"
0132,['Emerald'],Desert Underpass
0132,"['Diamond', 'Pearl']",Route 218
0132,['Platinum'],Trophy Garden
0132,"['HeartGold', 'SoulSilver']","Route 34, 35, 47, Cerulean Cave"
0132,"['Black', 'White', 'Black 2', 'White 2']",Giant Chasm
0132,"['X', 'Y']",Pokémon Village
0132,"['Omega Ruby', 'Alpha Sapphire']",Mirage Spots
0132,"['Sun', 'Moon']",Mount Hokulani
0132,"['Ultra Sun', 'Ultra Moon']","Route 9, Konikoni City, Mount Hokulani"
0132,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']","Cerulean Cave, Pokémon Mansion"
0132,"['Sword', 'Shield']","Lake of Outrage, Workout Sea"
0132,"['Brilliant Diamond', 'Shining Pearl']","Route 218, Dazzling Cave, Stargleam Cavern"
0132,['Legends: Arceus'],Not available in this game
0132,"['Scarlet', 'Violet']","West Province (Area Two), West Province (Area Three)"
0133,"['Red', 'Blue', 'Yellow']",Celadon City
0133,"['Gold', 'Silver']","Celadon City, Goldenrod City"
0133,['Crystal'],Goldenrod City
0133,"['Ruby', 'Sapphire']",Trade/migrate from another game
0133,"['FireRed', 'LeafGreen']",Celadon City
0133,['Emerald'],Trade/migrate from another game
0133,"['Diamond', 'Pearl', 'Platinum']",Trophy Garden
0133,"['HeartGold', 'SoulSilver']","Celadon City, Goldenrod City"
0133,"['Black', 'White']",Trade/migrate from another game
0133,"['Black 2', 'White 2']",Castelia City
0133,"['X', 'Y']","Route 10, Camphrier Town, Cyllage City, Ambrette Town, Geosenge Town, Coumarine City, Couriway Town"
0133,"['Omega Ruby', 'Alpha Sapphire']",Route 116
0133,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","Route 4, 6, Paniola Ranch"
0133,"['Let\'s Go Pikachu!']","Route 17, Celadon City"
0133,"['Let\'s Go Eevee!']","Route 17, Celadon City, Pallet Town"
0133,"['Sword', 'Shield']","Route 4, Giant's Bed, Ballimere Lake"
0133,"['Brilliant Diamond', 'Shining Pearl']",Trade/migrate from another game
0133,['Legends: Arceus'],"Horseshoe Plains, Space-Time Distortion"
0133,"['Scarlet', 'Violet']","South Province (Area Two), West Province (Area Three)"
0133,"['Red', 'Blue', 'Yellow']",Celadon City
0133,"['Gold', 'Silver']","Celadon City, Goldenrod City"
0133,['Crystal'],Goldenrod City
0133,"['Ruby', 'Sapphire']",Trade/migrate from another game
0133,"['FireRed', 'LeafGreen']",Celadon City
0133,['Emerald'],Trade/migrate from another game
0133,"['Diamond', 'Pearl', 'Platinum']",Trophy Garden
0133,"['HeartGold', 'SoulSilver']","Celadon City, Goldenrod City"
0133,"['Black', 'White']",Trade/migrate from another game
0133,"['Black 2', 'White 2']",Castelia City
0133,"['X', 'Y']","Route 10, Camphrier Town, Cyllage City, Ambrette Town, Geosenge Town, Coumarine City, Couriway Town"
0133,"['Omega Ruby', 'Alpha Sapphire']",Route 116
0133,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","Route 4, 6, Paniola Ranch"
0133,"['Let\'s Go Pikachu!']","Route 17, Celadon City"
0133,"['Let\'s Go Eevee!']","Route 17, Celadon City, Pallet Town"
0133,"['Sword', 'Shield']","Route 4, Giant's Bed, Ballimere Lake"
0133,"['Brilliant Diamond', 'Shining Pearl']",Trade/migrate from another game
0133,['Legends: Arceus'],"Horseshoe Plains, Space-Time Distortion"
0133,"['Scarlet', 'Violet']","South Province (Area Two), West Province (Area Three)"
0134,"['Red', 'Blue', 'Yellow']",Evolve Eevee
0134,"['Gold', 'Silver', 'Crystal']",Evolve Eevee
0134,"['Ruby', 'Sapphire']",Trade/migrate from another game
0134,"['FireRed', 'LeafGreen']",Evolve Eevee
0134,['Emerald'],Trade/migrate from another game
0134,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",Evolve Eevee
0134,"['Black', 'White']",Trade/migrate from another game
0134,"['Black 2', 'White 2']",Evolve Eevee
0134,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",Evolve Eevee
0134,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'Let\'s Go Pikachu!', 'Let\'s Go Eevee!']",Evolve Eevee/Eevee (Partner Eevee)
0134,"['Sword', 'Shield']",Evolve Eevee/Eevee (Partner Eevee)
