name,game,description
Everstone,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",An item to be held by a Pokémon. A Pokémon holding this peculiar stone is prevented from evolving.
Everstone,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",An item to be held by a Pokémon. A Pokémon holding this peculiar stone is prevented from evolving.
Everstone,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",An item to be held by a Pokémon. A Pokémon holding this peculiar stone is prevented from evolving.
Everstone,"['Scarlet', 'Violet']",An item to be held by a Pokémon. A Pokémon holding this peculiar stone is prevented from evolving.
Eviolite,"['Black', 'White', 'Black 2', 'White 2']","A mysterious evolutionary lump. When held, it raises the Defense and Sp. Def of a Pokémon that can still evolve."
Eviolite,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']","A mysterious Evolutionary lump. When held by a Pokémon that can still evolve, it raises both Defense and Sp. Def."
Eviolite,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","A mysterious Evolutionary lump. When held by a Pokémon that can still evolve, it raises both Defense and Sp. Def."
Eviolite,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","A mysterious evolutionary lump. When held by a Pokémon that can still evolve, it raises both Defense and Sp. Def."
Eviolite,"['Scarlet', 'Violet']",An item to be held by a Pokémon. This mysterious evolutionary lump boosts the Defense and Sp. Def stats when held by a Pokémon that can still evolve.
Exercise Ball,"['Scarlet', 'Violet']","A big ball designed for exercising. It can work as a seat if you get tired, too."
Exp. Candy L,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","A candy that is packed with energy. When consumed, it will grant a single Pokémon a large amount of Exp. Points."
Exp. Candy L,"['Scarlet', 'Violet']","A candy that is packed with energy. If consumed, it grants a Pokémon a large number of Exp. Points."
Exp. Candy M,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","A candy that is packed with energy. When consumed, it will grant a single Pokémon a moderate amount of Exp. Points."
Exp. Candy M,"['Scarlet', 'Violet']","A candy that is packed with energy. If consumed, it grants a Pokémon a moderate number of Exp. Points."
Exp. Candy S,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","A candy that is packed with energy. When consumed, it will grant a single Pokémon a small amount of Exp. Points."
Exp. Candy S,"['Scarlet', 'Violet']","A candy that is packed with energy. If consumed, it grants a Pokémon a small number of Exp. Points."
Exp. Candy XL,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","A candy that is packed with energy. When consumed, it will grant a single Pokémon a very large amount of Exp. Points."
Exp. Candy XL,"['Scarlet', 'Violet']","A candy that is packed with energy. If consumed, it grants a Pokémon a very large number of Exp. Points."
Exp. Candy XS,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","A candy that is packed with energy. When consumed, it will grant a single Pokémon a very small amount of Exp. Points."
Exp. Candy XS,"['Scarlet', 'Violet']","A candy that is packed with energy. If consumed, it grants a Pokémon a very small number of Exp. Points."
Exp. Share,"['Ruby', 'Sapphire', 'Emerald']",A hold item that gets EXP. points from battles.
Exp. Share,"['FireRed', 'LeafGreen']",An item to be held by a POKéMON. The holder gets a share of EXP. points without having to battle.
Exp. Share,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",An item to be held by a Pokémon. The holder gets a share of a battle’s Exp. Points without battling.
Exp. Share,"['Black', 'White', 'Black 2', 'White 2']",An item to be held by a Pokémon. The holder gets a share of a battle’s Exp. Points without battling.
Exp. Share,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",Turning on this special device will allow all the Pokémon on your team to receive Exp. Points from battles.
Exp. Share,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Turning on this special device will allow all the Pokémon on your team to receive Exp. Points from battles.
Exp. Share,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",Turning on this special device will allow all the Pokémon on your team to receive Exp. Points from battles.
Exp. Share,"['Scarlet', 'Violet']",Turning on this special device will allow all the Pokémon on your team to share in Exp. Points gained.
Expert Belt,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",An item to be held by a Pokémon. It is a well-worn belt that slightly boosts the power of supereffective moves.
Expert Belt,"['Black', 'White', 'Black 2', 'White 2']",An item to be held by a Pokémon. It is a well-worn belt that slightly boosts the power of supereffective moves.
Expert Belt,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",An item to be held by a Pokémon. It’s a well-worn belt that slightly boosts the power of supereffective moves.
Expert Belt,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",An item to be held by a Pokémon. It’s a well-worn belt that slightly boosts the power of supereffective moves.
Expert Belt,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",An item to be held by a Pokémon. It’s a well-worn belt that slightly boosts the power of supereffective moves.
Expert Belt,"['Scarlet', 'Violet']",An item to be held by a Pokémon. It’s a well-worn belt that slightly boosts the power of the holder’s supereffective moves.
Fairium Z,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",It converts Z-Power into crystals that upgrade Fairy-type moves to Fairy-type Z-Moves.
Fairium Z,"['Sword', 'Shield']",It converts Z-Power into crystals that upgrade Fairy-type moves to Fairy-type Z-Moves.
Fairium Z,"['Brilliant Diamond', 'Shining Pearl']",This is a crystallized form of Z-Power. It upgrades Fairy-type moves to Z-Moves.
Fairium Z,"['Scarlet', 'Violet']",This is a crystallized form of Z-Power. It upgrades Fairy-type moves to Z-Moves.
Fairy Gem,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']","A gem with an essence of the fey. When held, it strengthens the power of a Fairy-type move one time."
Fairy Gem,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","A gem with an essence of the fey. When held, it strengthens the power of a Fairy-type move one time."
Fairy Gem,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","A gem with an essence of the fey. When held, it strengthens the power of a Fairy-type move one time."
Fairy Gem,"['Scarlet', 'Violet']",An item to be held by a Pokémon. This gem is imbued with the essence of fairies and will boost the power of a Fairy-type move—but only once.
Fairy Memory,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",A memory disc that contains Fairy-type data. It changes the type of the holder if held by a certain species of Pokémon.
Fairy Memory,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",A memory disc that contains Fairy-type data. It changes the type of the holder if held by a certain species of Pokémon.
Fairy Memory,"['Scarlet', 'Violet']",A memory disc that contains Fairy-type data. It changes the type of the holder if held by a certain species of Pokémon.
Fairy Tera Shard,"['Scarlet', 'Violet']","On rare occasions, these shards form when a Tera Pokémon falls in battle and its Tera Jewel shatters."
Falinks Sweat,"['Scarlet', 'Violet']",Material accidentally dropped by a Pokémon. It can be used to make TMs.
Fancy Apple,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",One of the many ingredients that can be used for cooking at your camp. An apple chosen above others. It has spectacular form and a brilliant sheen.
Fancy Apple,"['Scarlet', 'Violet']",One of the many ingredients that can be used for cooking at your camp. An apple chosen above others. It has spectacular form and a brilliant sheen.
Fast Ball,"['HeartGold', 'SoulSilver']",A Poké Ball that makes it easier to catch fast Pokémon.
Fast Ball,"['Black', 'White', 'Black 2', 'White 2']",A Poké Ball that makes it easier to catch Pokémon which are quick to run away.
Fast Ball,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",A Poké Ball that makes it easier to catch Pokémon that are usually very quick to run away.
Fast Ball,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",A Poké Ball that makes it easier to catch Pokémon that are usually very quick to run away.
Fast Ball,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",A Poké Ball that makes it easier to catch Pokémon that are usually very quick to run away.
Fast Ball,"['Scarlet', 'Violet']",A somewhat different Poké Ball that is more effective when catching Pokémon that are usually very quick to run away.
Feather Ball,['Arceus'],A ball that flies fast and true—ideal for catching nimble Pokémon or Pokémon that fly high in the air.
Feather Ball,"['Scarlet', 'Violet']",A recipe for crafting Feather Balls from scratch. Required materials: 1 Apricorn and 1 Sky Tumblestone.
Festival Ticket,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",A ticket that allows you to host a mission in Festival Plaza.
Festival Ticket,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",A ticket that allows you to host a mission in Festival Plaza.
Festival Ticket,"['Scarlet', 'Violet']",A ticket that allows you to host a mission in Festival Plaza.
Fidough Fur,"['Scarlet', 'Violet']",Material accidentally dropped by a Pokémon. It can be used to make TMs.
Fighting Gem,"['Black', 'White', 'Black 2', 'White 2']","A gem with an essence of combat. When held, it strengthens the power of a Fighting-type move only once."
Fighting Gem,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']","A gem with an essence of combat. When held, it strengthens the power of a Fighting-type move one time."
Fighting Gem,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","A gem with an essence of combat. When held, it strengthens the power of a Fighting-type move one time."
Fighting Gem,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","A gem with an essence of combat. When held, it strengthens the power of a Fighting-type move one time."
Fighting Gem,"['Scarlet', 'Violet']",An item to be held by a Pokémon. This gem is imbued with the essence of the fighting spirit and will boost the power of a Fighting-type move—but only once.
Fighting Memory,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",A memory disc that contains Fighting-type data. It changes the type of the holder if held by a certain species of Pokémon.
Fighting Memory,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",A memory disc that contains Fighting-type data. It changes the type of the holder if held by a certain species of Pokémon.
Fighting Memory,"['Scarlet', 'Violet']",A memory disc that contains Fighting-type data. It changes the type of the holder if held by a certain species of Pokémon.
Fighting Tera Shard,"['Scarlet', 'Violet']","On rare occasions, these shards form when a Tera Pokémon falls in battle and its Tera Jewel shatters."
Fightinium Z,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",It converts Z-Power into crystals that upgrade Fighting-type moves to Fighting-type Z-Moves.
Fightinium Z,"['Sword', 'Shield']",It converts Z-Power into crystals that upgrade Fighting-type moves to Fighting-type Z-Moves.
Fightinium Z,"['Brilliant Diamond', 'Shining Pearl']",This is a crystallized form of Z-Power. It upgrades Fighting-type moves to Z-Moves.
Fightinium Z,"['Scarlet', 'Violet']",This is a crystallized form of Z-Power. It upgrades Fighting-type moves to Z-Moves.
Figy Berry,"['Ruby', 'Sapphire', 'Emerald']",A hold item that restores HP but may confuse.
Figy Berry,"['FireRed', 'LeafGreen']",A hold item that restores HP but may cause confusion when used.
Figy Berry,"['Diamond', 'Pearl', 'Platinum']","A Poffin ingredient. If held by a Pokémon, it restores the user’s HP in a pinch, but may also cause confusion."
Figy Berry,"['HeartGold', 'SoulSilver']","If held by a Pokémon, it restores the user’s HP in a pinch, but will cause confusion if it hates spicy food."
Figy Berry,"['Black', 'White', 'Black 2', 'White 2']","If held by a Pokémon, it restores the user’s HP in a pinch, but will cause confusion if it hates the taste."
Figy Berry,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']","If held by a Pokémon, it restores the user’s HP in a pinch, but it will cause confusion if the user hates the taste."
Figy Berry,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","If held by a Pokémon, it restores the user’s HP in a pinch, but it will cause confusion if the user hates the taste."
Figy Berry,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","If held by a Pokémon, it restores the user’s HP in a pinch, but it will cause confusion if the user hates the taste."
Figy Berry,"['Scarlet', 'Violet']","If a Pokémon holds one of these Berries, it will be able to restore some HP should it find itself in a pinch. But it will become confused if it hates the Berry’s taste."
Fine Remedy,['Arceus'],"An herbal medicine that can restore 100 HP to a Pokémon, just as a Super Potion does. Yet the bitter taste will make the Pokémon less friendly toward you."
Fine Remedy,"['Scarlet', 'Violet']","An herbal medicine that can restore 100 HP to a Pokémon, just as a Super Potion does. Yet the bitter taste will make the Pokémon less friendly toward you."
Finizen Mucus,"['Scarlet', 'Violet']",Material accidentally dropped by a Pokémon. It can be used to make TMs.
Finneon Scales,"['Scarlet', 'Violet']",Material accidentally dropped by a Pokémon. It can be used to make TMs.
Fire Gem,"['Black', 'White', 'Black 2', 'White 2']","A gem with an essence of fire. When held, it strengthens the power of a Fire-type move only once."
Fire Gem,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']","A gem with an essence of fire. When held, it strengthens the power of a Fire-type move one time."
Fire Gem,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","A gem with an essence of fire. When held, it strengthens the power of a Fire-type move one time."
Fire Gem,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","A gem with an essence of fire. When held, it strengthens the power of a Fire-type move one time."
Fire Gem,"['Scarlet', 'Violet']",An item to be held by a Pokémon. This gem is imbued with the essence of fire and will boost the power of a Fire-type move—but only once.
Fire Memory,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",A memory disc that contains Fire-type data. It changes the type of the holder if held by a certain species of Pokémon.
Fire Memory,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",A memory disc that contains Fire-type data. It changes the type of the holder if held by a certain species of Pokémon.
Fire Memory,"['Scarlet', 'Violet']",A memory disc that contains Fire-type data. It changes the type of the holder if held by a certain species of Pokémon.
Fire Pattern Cup,"['Scarlet', 'Violet']","A cup that’s as good for using at home as on a picnic. It’s light, sturdy, and stacks well, so it’s a cinch to pack up and carry around."
Fire Stone,"['Ruby', 'Sapphire', 'Emerald']",Makes certain species of POKéMON evolve.
Fire Stone,"['FireRed', 'LeafGreen']",A peculiar stone that makes certain species of POKéMON evolve. It is colored orange.
Fire Stone,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",A peculiar stone that makes certain species of Pokémon evolve. It is colored orange.
Fire Stone,"['Black', 'White', 'Black 2', 'White 2']",A peculiar stone that makes certain species of Pokémon evolve. It is colored orange.
Fire Stone,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",A peculiar stone that can make certain species of Pokémon evolve. The stone has a fiery orange heart.
Fire Stone,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'Let\'s Go Pikachu!', 'Let\'s Go Eevee!']",A peculiar stone that can make certain species of Pokémon evolve. The stone has a fiery orange heart.
Fire Stone,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",A peculiar stone that can make certain species of Pokémon evolve. The stone has a fiery orange heart.
Fire Stone,"['Scarlet', 'Violet']",A peculiar stone that can make certain species of Pokémon evolve. It has a fiery orange heart.
Fire Tera Shard,"['Scarlet', 'Violet']","On rare occasions, these shards form when a Tera Pokémon falls in battle and its Tera Jewel shatters."
Firium Z,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",It converts Z-Power into crystals that upgrade Fire-type moves to Fire-type Z-Moves.
Firium Z,"['Sword', 'Shield']",It converts Z-Power into crystals that upgrade Fire-type moves to Fire-type Z-Moves.
Firium Z,"['Brilliant Diamond', 'Shining Pearl']",This is a crystallized form of Z-Power. It upgrades Fire-type moves to Z-Moves.
Firium Z,"['Scarlet', 'Violet']",This is a crystallized form of Z-Power. It upgrades Fire-type moves to Z-Moves.
Fist Plate,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",An item to be held by a Pokémon. It is a stone tablet that boosts the power of Fighting-type moves.
Fist Plate,"['Black', 'White', 'Black 2', 'White 2']",An item to be held by a Pokémon. It is a stone tablet that boosts the power of Fighting-type moves.
Fist Plate,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",An item to be held by a Pokémon. It’s a stone tablet that boosts the power of Fighting-type moves.
Fist Plate,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",An item to be held by a Pokémon. It’s a stone tablet that boosts the power of Fighting-type moves.
Fist Plate,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",An item to be held by a Pokémon. It’s a stone tablet that boosts the power of Fighting-type moves.
Fist Plate,"['Scarlet', 'Violet']",An item to be held by a Pokémon. This stone tablet is imbued with the essence of the fighting spirit and boosts the power of the holder’s Fighting-type moves.
Flabébé Pollen,"['Scarlet', 'Violet']",Material accidentally dropped by a Pokémon. It can be used to make TMs.
Flame Orb,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",An item to be held by a Pokémon. It is a bizarre orb that inflicts a burn on the holder in battle.
Flame Orb,"['Black', 'White', 'Black 2', 'White 2']",An item to be held by a Pokémon. It is a bizarre orb that inflicts a burn on the holder in battle.
Flame Orb,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",An item to be held by a Pokémon. It is a bizarre orb that will afflict the holder with a burn during battle.
Flame Orb,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",An item to be held by a Pokémon. It’s a bizarre orb that will afflict the holder with a burn during battle.
Flame Orb,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",An item to be held by a Pokémon. It’s a bizarre orb that will afflict the holder with a burn during battle.
Flame Orb,"['Scarlet', 'Violet']",An item to be held by a Pokémon. It’s a bizarre orb that gives off heat when touched and will afflict the holder with a burn during battle.
Flame Plate,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",An item to be held by a Pokémon. It is a stone tablet that boosts the power of Fire-type moves.
Flame Plate,"['Black', 'White', 'Black 2', 'White 2']",An item to be held by a Pokémon. It is a stone tablet that boosts the power of Fire-type moves.
Flame Plate,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",An item to be held by a Pokémon. It’s a stone tablet that boosts the power of Fire-type moves.
Flame Plate,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",An item to be held by a Pokémon. It’s a stone tablet that boosts the power of Fire-type moves.
Flame Plate,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",An item to be held by a Pokémon. It’s a stone tablet that boosts the power of Fire-type moves.
Flame Plate,"['Scarlet', 'Violet']",An item to be held by a Pokémon. This stone tablet is imbued with the essence of fire and boosts the power of the holder’s Fire-type moves.
Flamigo Down,"['Scarlet', 'Violet']",Material accidentally dropped by a Pokémon. It can be used to make TMs.
Fletchling Feather,"['Scarlet', 'Violet']",Material accidentally dropped by a Pokémon. It can be used to make TMs.
Flittle Down,"['Scarlet', 'Violet']",Material accidentally dropped by a Pokémon. It can be used to make TMs.
Float Stone,"['Black', 'White', 'Black 2', 'White 2']",A very light stone. It reduces the weight of a Pokémon when held.
Float Stone,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",An item to be held by a Pokémon. This very light stone reduces the weight of a Pokémon when held.
Float Stone,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",An item to be held by a Pokémon. This very light stone reduces the weight of a Pokémon when held.
Float Stone,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",An item to be held by a Pokémon. This very light stone reduces the weight of a Pokémon when held.
Float Stone,"['Scarlet', 'Violet']",An item to be held by a Pokémon. This very light stone reduces the weight of the holder.
Flower Pattern Cup,"['Scarlet', 'Violet']","A cup for kids to use at picnics. It’s made of light but strong material. It’s stackable, which makes it handy for carrying around."
Flower Sweet,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","A flower-shaped sweet. When a Milcery holds this, it spins around happily."
Flower Sweet,"['Scarlet', 'Violet']","A flower-shaped sweet. When a Milcery holds this, it spins around happily."
Fluffy Tail,"['Ruby', 'Sapphire', 'Emerald']",Use to flee from any battle with a wild POKéMON.
Fluffy Tail,"['FireRed', 'LeafGreen']",An attractive item. Use it to flee from any battle with a wild POKéMON.
Fluffy Tail,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",An item that attracts Pokémon. Use it to flee from any battle with a wild Pokémon.
Fluffy Tail,"['Black', 'White', 'Black 2', 'White 2']",An item that attracts Pokémon. Use it to flee from any battle with a wild Pokémon.
Fluffy Tail,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",A toy that attracts the attention of a Pokémon. It guarantees escape from any battle with wild Pokémon.
Fluffy Tail,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",A toy that attracts the attention of a Pokémon. It guarantees escape from any battle with wild Pokémon.
Fluffy Tail,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",A toy that attracts the attention of a Pokémon. It guarantees escape from any battle with wild Pokémon.
Fluffy Tail,"['Scarlet', 'Violet']",A toy that attracts the attention of Pokémon. It guarantees escape from any battle with wild Pokémon.
Flying Gem,"['Black', 'White', 'Black 2', 'White 2']","A gem with an essence of air. When held, it strengthens the power of a Flying-type move only once."
Flying Gem,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']","A gem with an essence of air. When held, it strengthens the power of a Flying-type move one time."
Flying Gem,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","A gem with an essence of air. When held, it strengthens the power of a Flying-type move one time."
Flying Gem,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","A gem with an essence of air. When held, it strengthens the power of a Flying-type move one time."
Flying Gem,"['Scarlet', 'Violet']",An item to be held by a Pokémon. This gem is imbued with the essence of flight and will boost the power of a Flying-type move—but only once.
Flying Memory,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",A memory disc that contains Flying-type data. It changes the type of the holder if held by a certain species of Pokémon.
Flying Memory,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",A memory disc that contains Flying-type data. It changes the type of the holder if held by a certain species of Pokémon.
Flying Memory,"['Scarlet', 'Violet']",A memory disc that contains Flying-type data. It changes the type of the holder if held by a certain species of Pokémon.
Flying Tera Shard,"['Scarlet', 'Violet']","On rare occasions, these shards form when a Tera Pokémon falls in battle and its Tera Jewel shatters."
Flyinium Z,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",It converts Z-Power into crystals that upgrade Flying-type moves to Flying-type Z-Moves.
Flyinium Z,"['Sword', 'Shield']",It converts Z-Power into crystals that upgrade Flying-type moves to Flying-type Z-Moves.
Flyinium Z,"['Brilliant Diamond', 'Shining Pearl']",This is a crystallized form of Z-Power. It upgrades Flying-type moves to Z-Moves.
Flyinium Z,"['Scarlet', 'Violet']",This is a crystallized form of Z-Power. It upgrades Flying-type moves to Z-Moves.
Focus Band,"['Ruby', 'Sapphire', 'Emerald']",A hold item that occasionally prevents fainting.
Focus Band,"['FireRed', 'LeafGreen']","An item to be held by a POKéMON. The holding POKéMON may endure an attack, leaving just 1 HP."
Focus Band,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","An item to be held by a Pokémon. The holder may endure a potential KO attack, leaving it with just 1 HP."
Focus Band,"['Black', 'White', 'Black 2', 'White 2']","An item to be held by a Pokémon. The holder may endure a potential KO attack, leaving it with just 1 HP."
Focus Band,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']","An item to be held by a Pokémon. The holder may endure a potential KO attack, leaving it with just 1 HP."
Focus Band,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","An item to be held by a Pokémon. The holder may endure a potential KO attack, leaving it with just 1 HP."
Focus Band,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","An item to be held by a Pokémon. The holder may endure a potential KO attack, leaving it with just 1 HP."
Focus Band,"['Scarlet', 'Violet']","An item to be held by a Pokémon. When the holder is hit with a move that should knock it out, it may be able to endure with 1 HP."
Focus Sash,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","An item to be held by a Pokémon. If it has full HP, the holder will endure one potential KO attack, leaving 1 HP."
Focus Sash,"['Black', 'White', 'Black 2', 'White 2']","An item to be held by a Pokémon. If it has full HP, the holder will endure one potential KO attack, leaving 1 HP."
Focus Sash,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']","An item to be held by a Pokémon. If the holder has full HP, it will endure a potential KO attack with 1 HP. The item then disappears."
Focus Sash,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","An item to be held by a Pokémon. If the holder has full HP, it will endure a potential KO attack with 1 HP. The item then disappears."
Focus Sash,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","An item to be held by a Pokémon. If the holder has full HP, it will endure a potential KO attack with 1 HP. The item then disappears."
Focus Sash,"['Scarlet', 'Violet']","An item to be held by a Pokémon. If the holder has full HP and it is hit with a move that should knock it out, it will endure with 1 HP—but only once."
Fomantis Leaf,"['Scarlet', 'Violet']",Material accidentally dropped by a Pokémon. It can be used to make TMs.
Foongus Spores,"['Scarlet', 'Violet']",Material accidentally dropped by a Pokémon. It can be used to make TMs.
Fossilized Bird,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",The fossil of an ancient Pokémon that once soared through the sky. What it looked like is a mystery.
Fossilized Bird,"['Scarlet', 'Violet']",A fossil piece left behind by a prehistoric Pokémon that once soared through the sky. What it looked like is a mystery.
Fossilized Dino,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",The fossil of an ancient Pokémon that once lived in the sea. What it looked like is a mystery.
Fossilized Dino,"['Scarlet', 'Violet']",A fossil piece left behind by a prehistoric Pokémon that once lived in the sea. What it looked like is a mystery.
Fossilized Drake,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",The fossil of an ancient Pokémon that once roamed the land. What it looked like is a mystery.
Fossilized Drake,"['Scarlet', 'Violet']",A fossil piece left behind by a prehistoric Pokémon that once roamed the land. What it looked like is a mystery.
Fossilized Fish,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",The fossil of an ancient Pokémon that once lived in the sea. What it looked like is a mystery.
Fossilized Fish,"['Scarlet', 'Violet']",A fossil piece left behind by a prehistoric Pokémon that once lived in the sea. What it looked like is a mystery.
Fresh Cream,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",One of the many ingredients that can be used for cooking at your camp. Add some whipped cream to a spicy curry to give it some sweetness.
Fresh Cream,"['Scarlet', 'Violet']",One of the many ingredients that can be used for cooking at your camp. Add some whipped cream to a spicy curry to give it some sweetness.
Fresh Water,"['Ruby', 'Sapphire', 'Emerald']",A mineral water that restores HP by 50 points.
Fresh Water,"['FireRed', 'LeafGreen']",Water with a high mineral content. It restores the HP of one POKéMON by 50 points.
Fresh Water,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",Water with a high mineral content. It restores the HP of one Pokémon by 50 points.
Fresh Water,"['Black', 'White', 'Black 2', 'White 2']",Water with a high mineral content. It restores the HP of one Pokémon by 50 points.
Fresh Water,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']","Water with a high mineral content. When consumed, it restores 50 HP to an injured Pokémon."
Fresh Water,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","Water with a high mineral content. When consumed, it restores up to 30 HP to an injured Pokémon."
Fresh Water,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']",Water with high mineral content. It can be used to restore 30 HP to a single Pokémon.
Fresh Water,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']",Water with high mineral content. It can be used to restore 30 HP to a single Pokémon.
Fresh Water,"['Scarlet', 'Violet']",Water with high mineral content. It can be used to restore 30 HP to a Pokémon.
Fried Fillet,"['Scarlet', 'Violet']","When used in a sandwich, this very salty and bitter ingredient is at its best paired with sour seasonings."
Fried Food,"['Sword', 'Shield', 'Brilliant Diamond', 'Shining Pearl']","One of the many ingredients that can be used for cooking at your camp. It’s been a while since it was fried, so it’s gotten greasy."
Fried Food,"['Scarlet', 'Violet']","One of the many ingredients that can be used for cooking at your camp. It’s been a while since it was fried, so it’s gotten greasy."
Friend Ball,"['HeartGold', 'SoulSilver']",A Poké Ball that makes caught Pokémon more friendly.
